1,(单选题)交易所交易基金的英文简称为()。,<p>ALOF</p><p>BQDII</p><p>CETF</p><p>DQFII</p>,4,C,交易所交易基金的英文简称为ETF。,0,0
1,(单选题)股份有限公司申请股票在深圳交易所创业板上市，其公司股本总额必须不少于人民币()元。,<p>A2000万</p><p>B3000万</p><p>C4000万</p><p>D5000万</p>,4,B,股份有限公司申请股票在深圳交易所创业板上市，其公司股本总额必须不少于人民币3000万元。,0,0
1,(单选题)在我国设立有限责任公司，股东人数最多不能超过()个。,<p>A30</p><p>B40</p><p>C50</p><p>D60</p>,4,C,在我国设立有限责任公司，股东人数最多不能超过50个，最少为1个。,0,0
1,(单选题)发行人、上市公司擅自改变公开发行证券所募集资金的用途的，责令改正，对直接负责的主管人员和其他直接责任人员给予警告，并处以()的罚款。,<p>A3万元以上30万元以下</p><p>B3万元以上60万元以下</p><p>C10万元以上30万元以下</p><p>D30万元以上60万元以下</p>,4,A,发行人、上市公司擅自改变公开发行证券所募集资金的用途的，责令改正，对直接负责的主管人员和其他直接责任人员给予警告，并处以3万元以上30万元以下的罚款。,0,0
1,(单选题)设立限定性集合资产管理计划的净资本限额为()亿元。,<p>A5</p><p>B3</p><p>C2</p><p>D1</p>,4,B,设立限定性集合资产管理计划的净资本限额为3亿元。,0,0
1,(单选题)发行人不得有在最近()个月内未经法定机关核准，擅自公开或者变相公开发行过证券。,<p>A6</p><p>B12</p><p>C18</p><p>D36</p>,4,D,发行人不得有在最近36个月内未经法定机关核准，擅自公开或者变相公开发行过证券。,0,0
1,(单选题)资产托管机构有权随时查询集合资产管理计划的经营运作情况，并应当()核对集合资产管理计划资产的情况，防止出现挪用或者遗失。,<p>A按月</p><p>B按年</p><p>C随时</p><p>D定期</p>,4,D,资产托管机构有权随时查询集合资产管理计划的经营运作情况，并应当定期核对集合资产管理计划资产的情况，防止出现挪用或者遗失。,0,0
1,(单选题)作为中介机构，金融衍生工具业务属于()。,<p>A表内业务</p><p>B表外业务</p><p>C中间业务</p><p>D资产业务</p>,4,B,作为中介机构，金融衍生工具业务属于表外业务,0,0
1,(单选题)专业人员从事证券业务的资格条件之一是：参加资格考试的人员，应当年满18周岁，具有()以上文化程度和完全民事行为能力。,<p>A初中</p><p>B高中</p><p>C专科</p><p>D本科</p>,4,B,专业人员从事证券业务的资格条件之一是：参加资格考试的人员，应当年满18周岁，具有高中以上文化程度和完全民事行为能力。,0,0
1,(单选题)期货公司开立、变更或者撤销期货保证金账户的，应在()向其住所地的中国证监会派出机构和期货保证金安全存管监控机构备案。,<p>A当日</p><p>B第二日</p><p>C一周内</p><p>D一个月内</p>,4,A,期货公司开立、变更或者撤销期货保证金账户的，应在当日向其住所地的中国证监会派出机构和期货保证金安全存管监控机构备案，并通过规定的方式向客户披露期货保证金账户开立、变更或者撤销情况。,0,0
1,(单选题)证券自营业务决策机构原则上应当按照()的三级体制设立。,<p>A董事会投资决策机构一自营业务部门</p><p>B董事会一自营业务部门一投资决策机构</p><p>C投资决策机构一董事会一自营业务部门</p><p>D自营业务部门一董事会一投资决策机构</p>,4,A,证券自营业务决策机构原则上应当按照“董事会一投资决策机构一自营业务部门”的三级体制设立。,0,0
1,(单选题)下列选项中，不属于证券账户注册资料查询的是()。,<p>A法人申请查询</p><p>B自然人申请查询</p><p>C经办人向中国结算公司实时办理查询，并将查询结果交客户经办人</p><p>D收市后经办人将客户留存资料归入客户资料档案留存</p>,4,D,证券账户注册资料的查询包括：(1)自然人申请查询。(2)法人申请查询。(3)经办人查验申请人所提供资料的真实性、有效性、完整性及一致性，在申请表单上签章后，将所有资料交复核员实时复核。(4)复核员实时复核并在申请表单上签章后，将资料交还经办人；经办人将有效身份证明原件交还客户，其余资料留存。(5)经办人向中国结算公司实时办理查询，并将查询结果交客户经办人。,0,0
1,(单选题)在票面上不规定利率，发行时按某一折扣率，以低于票面金额的价格发行，发行价与票面金额之差额相当干预先支付的利息，到期按票面额偿还本金的债券是()。,<p>A附息债券</p><p>B息票累积债券</p><p>C缓息债券</p><p>D贴现债券</p>,4,D,考察贴现债券的定义。,0,0
1,(单选题)一股而言，下列债券的信用风险依次从低到高排列的顺序为()。,<p>A公司债券、金融债券、政府债券</p><p>B金融债券、政府债券、公司债券</p><p>C公司债券、政府债券、金融债券</p><p>D政府债券、金融债券、公司债券</p>,4,D,常识题，公司债券的风险性相对政府债券和金融债券要大，政府债券的信用风险最小。,0,0
1,(单选题)经营铁路、港口、水电、机场等业务的股份公司，为了筹集所需资金，在公司章程中载明并获批准后，公司以一部分股本作为股息派发给股东，称之为()。,<p>A股票股息</p><p>B负债股息</p><p>C建业股息</p><p>D财产股息</p>,4,C,考察建业股息的定义。,0,0
1,(单选题)()依法对证券市场实行监督管理，维护证券市场秩序，保障其合法运行。,<p>A国务院证券监督管理机构</p><p>B证券交易所</p><p>C证券业协会</p><p>D国务院</p>,4,A,国务院证券监督管理机构依法对证券市场实行监督管理，维护证券市场秩序，保障其合法运行。,0,0
1,(单选题)如果市场是有效的，则债券的平均利率和股票的平均收益率()。,<p>A会大体保持相对稳定的关系</p><p>B不相关</p><p>C相等</p><p>D不相等</p>,4,A,如果市场是有效的，则债券的平均利率和股票的平均收益率会大体保持相对稳定的关系。,0,0
1,(单选题)经基金资产估值后确定的基金资产净值而计算出的()，是计算开放式基金申购与赎回价格的基础。,<p>A基金份额净值</p><p>B基金资产总值</p><p>C基金负债总值</p><p>D基金负债净值</p>,4,A,经基金资产估值后确定的基金资产净值而计算出的基金份额净值，是计算基金份额转让价格尤其是计算开放式基金申购与赎回价格的基础。,0,0
1,(单选题)与客户权益变动相关业务的经办人员之间，应当建立()机制。,<p>A监督</p><p>B评比</p><p>C制衡</p><p>D审核</p>,4,C,与客户权益变动相关业务的经办人员之间，应当建立制衡机制。,0,0
1,(单选题)买卖双方在有组织的交易所内以公开竞价的形式达成的，在将来某一特定时间交收标准数量特定金融工具的协议，我们称之为()。,<p>A金融期货</p><p>B金融远期合约</p><p>C金融期权</p><p>D金融互换</p>,4,A,金融期货是指买卖双方在有组织的交易所内以公开竞价的形式达成的，在将来某一特定时间交收标准数量特定金融工具的协议。,0,0
1,(单选题)证券公司净资本的计算公式为()。,<p>A净资本=净资产+金融资产的风险调整一其他资产的风险调整一或有负债的风险调整-／+中国证监会认定或核准的其他调整项目</p><p>B净资本=净资产一金融资产的风险调整一其他资产的风险调整+或有负债的风险调整-／+中国证监会认定或核准的其他调整项目</p><p>C净资本=净资产一金融资产的风险调整一其他资产的风险调整一或有负债的风险调整-／+中国证监会认定或核准的其他调整项目</p><p>D净资本=净资产+金融资产的风险调整一其他资产的风险调整+或有负债的风险调整-／+中国证监会认定或核准的其他调整项目</p>,4,C,察证券公司净资本的计算公式。,0,0
1,(单选题)中国证券登记结算公司仅为()开立结算账户，专用于证券交易成交后的清算交收，具有结算履约担保作用。,<p>A客户</p><p>B证券公司</p><p>C证券交易所</p><p>D证券业协会</p>,4,B,中国证券登记结算公司仅为证券公司开立结算账户，专用于证券交易成交后的清算交收，具有结算履约担保作用。,0,0
1,(单选题)我国《证券法》规定，因不可抗力的突发事件或者为维护证券交易的正常秩序，证券交易所可以决定()。,<p>A临时停市</p><p>B技术性停牌</p><p>C市场禁入</p><p>D以上部可以</p>,4,A,考察证券交易所职能，同时也是法规问题,0,0
1,(单选题)看跌期权也称为()，交易者之所以买入它，是因为预期该看跌期权的标的资产的市场价格将下跌。,<p>A欧式期权</p><p>B美式期权</p><p>C认沽权</p><p>D认购权</p>,4,C,常识题，看跌期权又称认沽权。,0,0
1,(单选题)期权交易实际上是一种权利的单方面有偿让渡，期权的买方以支付一定数量的()为代价而拥有了这种权利。,<p>A期权费</p><p>B利率</p><p>C本金</p><p>D执行价格</p>,4,A,期权交易实际上是一种权利的单方面有偿让渡，期权的买方以支付一定数量的期权费为代价而拥有了这种权利。,0,0
1,(单选题)投资适当性的要求就是()。,<p>A全面收集客户的投资信息</p><p>B根据客户投资要求推荐客户满意的产品</p><p>C推荐投资者购买风险适度的产品</p><p>D适合的投资者购买恰当的产品</p>,4,D,投资适当性的要求就是“适合的投资者购买恰当的产品”。,0,0
1,(单选题)根据《证券交易所管理办法》的规定，证券交易所应当就证券上市的条件、申请和批准程序等事项制定具体的规则。这一职能体现了证券交易所对()的管理。,<p>A上市公司</p><p>B会员</p><p>C交易活动</p><p>D发行活动</p>,4,A,这一职能体现了证券交易所对上市公司的管理。,0,0
1,(单选题)目前我国常见的股票行业分类的依据主要是公司()的来源比重。,<p>A收入或税收</p><p>B收入或利润</p><p>C成本或利润</p><p>D收入或成本</p>,4,B,行业分类的主要依据是公司收入或利润的来源比重。,0,0
1,(单选题)当股指期货价格高于理论值时，做空股指期货，买入指数组合，这种行为被称作()。,<p>A套利</p><p>B正套</p><p>C反套</p><p>D投机</p>,4,B,正套指当股指期货价格高于理论值时，做空股指期货，买入指数组合。,0,0
1,(单选题)封闭式基金期满终止，清产核资后的基金净资产按照投资者的()进行合理分配。,<p>A投资总额</p><p>B出资比例</p><p>C权益大小</p><p>D类型</p>,4,B,封闭式基金期满终止，清产核资后的基金净资产按投资者的出资比例进行合理分配。,0,0
1,(单选题)()是金融机构的主动负债。,<p>A吸收存款</p><p>B发行债券</p><p>C发放贷款</p><p>D公开市场业务</p>,4,B,吸收存款是金融机构的被动负债，发行债券是金融机构的主动负债。,0,0
1,(单选题)契约型基金是基于()组织起来的代理投资方式。,<p>A信托原理</p><p>B公约原理</p><p>C代理原理</p><p>D委托原理</p>,4,A,契约型基金是基于信托原理组织起来的代理投资方式。,0,0
1,(单选题)涉及客户资金账户及证券账户的开立、信息修改、注销，建立及变更客户资金存管关系，客户证券账户转托管和撤销指定交易等与客户权益直接相关的业务应当()人操作、()人复核，复核应当留痕。,<p>A一；一</p><p>B多；多</p><p>C多；一</p><p>D一；多</p>,4,A,涉及客户资金账户及证券账户的开立、信息修改、注销，建立及变更客户资金存管关系，客户证券账户转托管和撤销指定交易等与客户权益直接相关的业务应当一人操作、一人复核，复核应当留痕。,0,0
1,(单选题)在债券招标发行中，以募满发行额为止的中标者所投标的各个价位上的中标收益率作为中标者各自的最终中标收益率的方式是()。,<p>A以收益率为标的的美式招标</p><p>B以收益率为标的的荷兰式招标</p><p>C以价格为标的的美式招标</p><p>D以价格为标的的荷兰式招标</p>,4,A,以收益率为标的的美式招标，是以募满发行额为止的中标者所投标的各个价位上的中标收益率作为中标者各自的最终中标收益率的招标方式。,0,0
1,(单选题)基金管理费费率的高低通常()。,<p>A与基金规模成反比，与风险大小成正比</p><p>B与基金规模成正比，与风险大小成反比</p><p>C与基金规模成反比，与风险大小成反比</p><p>D与基金规模成正比，与风险大小成正比</p>,4,A,基金管理费费率的高低通常与基金规模成反比，与风险大小成正比。,0,0
1,(单选题)可转换公司债在转换前投资者可以定期得到利息收入，但此时不具有()。,<p>A债权人的义务</p><p>B股东的权利</p><p>C债权人的责任</p><p>D债权人的权利</p>,4,B,转换债券在转换成股票后，它变成了股票，具有股票的一般特征。,0,0
1,(单选题)为政府、金融机构和企业提供筹集资金的渠道是()的基本功能。,<p>A证券发行市场</p><p>B证券流通市场</p><p>C回购协议市场</p><p>D同业拆借市场</p>,4,A,为政府、金融机构和企业提供筹集资金的渠道是证券发行市场的基本功能。,0,0
1,(单选题)证券交易所上市证券的登记、存管由()集中完成。,<p>A证券交易所</p><p>B证券登记结算机构</p><p>C证券业协会</p><p>D证监会</p>,4,B,证券交易所上市证券的登记和存管由证券登记结算机构集中完成。,0,0
1,(单选题)证券公司直接为投资者开立()。,<p>A证券账户</p><p>B资金结算账户</p><p>C证券交收账户</p><p>D担保资金账户</p>,4,B,证券公司直接为投资者开立资金结算账户。,0,0
1,(单选题)金融机构违背法律、行政法规、部门规章规定的受托人应尽的法定义务以及违反有关委托合同所约定的有关金融机构应该承担的具体约定义务是()。,<p>A直接义务</p><p>B违背受托义务</p><p>C违背信托义务</p><p>D间接义务</p>,4,B,违背受托义务是指金融机构违背法律、行政法规、部门规章规定的受托人应尽的法定义务以及违反有关委托合同所约定的有关金融机构应该承担的具体约定义务。,0,0
1,(单选题)《中华人民共和国证券法》对证券发行的规定包括()。Ⅰ.公开发行新股的条件及报送募股申请和文件资料、公开发行股票募集资金的使用Ⅱ.公开发行公司债券的条件、报送的文件及筹集资金的用途Ⅲ.经纪业务中的禁止性规定Ⅳ.公开发行证券的条件和程序、公开发行证券的保荐制度及保荐人操守、公开发行股票报送募股申请及文件资料,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,《中华人民共和国证券法》关于证券发行的主要内容除I、、II、、IV、三项外，还包括：(1)报送申请核准发行证券的文件格式、报送方式及预先披露规定股票发行审核的制度及规定。(2)证券发行的信息披露、向不特定对象公开发行证券的承销方式。(3)证券公司承销证券约定的内容。(4)证券承销的期限、发行价格的协商确定等。经纪业务中的禁止性规定是《中华人民共和国证券法》对证券公司的规定。,0,0
1,(单选题)下列属于申请证券、期货投资咨询从业资格的机构应当提交的文件的是()。Ⅰ.由注册会计师提供的验资报告Ⅱ.年检申请报告Ⅲ.机构高级管理人员和从事证券、期货投资咨询业务的人员名单及其学历、工作经历和从业资格证书Ⅳ.业务场所使用证明文件、机构通信地址、电话和传真机号码,<p>AⅠ．Ⅱ．Ⅲ</p><p>BⅠ．Ⅱ．Ⅳ</p><p>CⅠ．Ⅲ．Ⅳ</p><p>DⅠ．Ⅱ．Ⅲ．Ⅳ</p>,4,C,Ⅱ项属于证券、期货投资咨询机构办理年检时应当提交的文件。,0,0
1,(单选题)下列属于证券公司风险监控体系一般规定的是()。Ⅰ.建立防火墙制度，确保自营业务与经纪、资产管理、投资银行等业务在人员、信息、账户、资金、会计核算上严格分离Ⅱ.各证券公司应按要求将全部自营账户明细（含不规范账户）报送公司注册地证监局，由证监局转报上海、深圳证券交易所以及中国证券登记结算有限公司备案Ⅲ.风险监控部门应能够正常履行职责，发现业务运作或风险监控指标值存在风险隐患或不合规时，要立即向董事会和投资决策机构报告并提出处理建议Ⅳ.根据自身实际情况，引进和开发有效的风险管理工具，逐步建立完善的风,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,B,I、III、IV项属于证券公司的风险监控体系一般规定的内容；II项属于证券公司的投资决策机制一般规定的内容。,0,0
1,(单选题)下列属于申请证券、期货投资咨询从业资格的机构应当提交的文件的是()。Ⅰ.由注册会计师提供的验资报告Ⅱ.年检申请报告Ⅲ.机构高级管理人员和从事证券、期货投资咨询业务人员名单及其学历、工作经历和从业资格证书Ⅳ.业务场所使用证明文件、机构通信地址、电话和传真机号码,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,C,II项属于证券、期货投资咨询机构办理年检时应当提交的文件。,0,0
1,(单选题)下列关于证券发行保荐业务一般规定的说法中，正确的是()。Ⅰ.保荐机构履行保荐职责，应当指定依照规定取得保荐代表人资格的个人具体负责保荐工Ⅱ.未经中国证监会核准，任何机构和个人不得从事保荐业务Ⅲ.保荐代表人应当遵守职业道德准则，珍视和维护保荐代表人职业声誉，保持应有的职业谨慎，保持和提高专业胜任能力Ⅳ.保荐机构及其保荐代表人可以通过从事保荐业务谋取利益,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,IV项说法错误，保荐机构及其保荐代表人不得通过从事保荐业务谋取任何不正当利益。,0,0
1,(单选题)下列关于监管部门对融资融券业务监管规定的说法中，正确的是()。Ⅰ.单一证券的市场融资买入量或者融券卖出量占其市场流通量的比例达到规定的最高限额的，证券交易所可以暂停接受该种证券的融资买入指令或者融券卖出指令Ⅱ.融资融券交易活动出现异常，已经或者可能危及市场稳定，有必要暂停交易的，证券交易所应当按照业务规则的规定，暂停全部或者部分证券的融资融券交易并公告Ⅲ.负责客户信用资金存管的商业银行应当按照客户信用资金存管协议的约定，对证券公司违反规定的资金划拨指令予以拒绝Ⅳ.中国证券业协会应当按照业务规则,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,IV项说法错误，应为“证券登记结算机构应当按照业务规则，对与融资融券交易有关的证券划转和证券公司信用交易资金交收账户内的资金划转情况进行监督”。,0,0
1,(单选题)部门规章及规范性文件由中国证监会根据法律和国务院行政法规制定，其法律效力次于法律和行政法规。下列属于部门规章及规范性文件的是()。Ⅰ.《中华人民共和国企业破产法》Ⅱ.《证券发行与承销管理办法》Ⅲ.《上市公司信息披露管理办法》Ⅳ.《证券市场禁入规定》,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,C,部门规章及规范性文件由中国证监会根据法律和国务院行政法规制定，其法律效力次于法律和行政法规。具体包括《证券发行与承销管理办法》《首次公开发行股票并在创业板上市管理暂行办法》《上市公司信息披露管理办法》《证券公司融资融券业务试点管理办法》和《证券市场禁入规定》。,0,0
1,(单选题)财务顾问主办人应当具备的条件包括()。Ⅰ.参加中国证监会认可的财务顾问主办人胜任能力考试且成绩合格Ⅱ.所任职机构同意推荐其担任本机构的财务顾问主办人Ⅲ.最近36个月未因执业行为违反行业规范而受到行业自律组织的纪律处分Ⅳ.最近36个月未因执业行为违法违规受到处罚,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,财务顾问主办人应当具备的条件包括：(1)具有证券从业资格。(2)具备中国证监会规定的投资银行业务经历。(3)参加中国证监会认可的财务顾问主办人胜任能力考试且成绩合格。(4)所任职机构同意推荐其担任本机构的财务顾问主办人。(5)未负有数额较大到期未清偿的债务。(6)最近24个月无违反诚信的不良记录。(7)最近24个月未因执业行为违反行业规范而受到行业自律组织的纪律处分。(8)最近36个月未因执业行为违法违规受到处罚。(9)中国证监会规定的其他条件。,0,0
1,(单选题)下列关于我国代办股份转让业务的描述正确的有()。Ⅰ.代办股份转让系统又称三板Ⅱ.为非上市股份有限公司提供规范股份转让服务的股份转让平台Ⅲ.代办股份转让系统由中国证监会负责管理Ⅳ.中国证券业协会委托证券交易所对股份转让行为进行实时监控，并对异常转让情况提出报告,<p>AⅠ.Ⅱ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅡ.Ⅲ</p>,4,C,代办股份转让系统由中国证券业协会负责自律性管理。,0,0
1,(单选题)下列选项中，属于发生信息披露违法行为而认定为应当从重处罚情形的是()。Ⅰ.两次以上违反信息披露规定并受到行政处罚或者证券交易所纪律处分。Ⅱ.在信息披露上有不良诚信记录并记入证券期货诚信档案。Ⅲ.在信息披露违法案件中变造、隐瞒、毁灭证据，或者提供伪证，妨碍调查Ⅳ.证监会认定的其他情形.,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,发生信息披露违法行为而认定为应当从重处罚的情形包括：(1)不配合证券监管机构监管，或者拒绝、阻碍证券监管机构及其工作人员执法，甚至以暴力、威胁及其他手段干扰执法。(2)在信息披露违法案件中变造、隐瞒、毁灭证据，或者提供伪证，妨碍调查。(3)两次以上违反信息披露规定并受到行政处罚或者证券交易所纪律处分。(4)在信息披露上有不良诚信记录并记入证券期货诚信档案。(5)证监会认定的其他情形。,0,0
1,(单选题)下列关于非法集资类犯罪构成的说法中，正确的是()。Ⅰ.犯罪主体包括自然人和单位Ⅱ.犯罪主体是法人Ⅲ.犯罪主观方面是故意Ⅳ.犯罪客体是国家金融管理秩序,<p>AⅠ．Ⅱ．Ⅲ</p><p>BⅠ．Ⅱ．Ⅳ</p><p>CⅠ．Ⅲ．Ⅳ</p><p>DⅠ．Ⅱ．Ⅲ．Ⅳ</p>,4,C,非法集资类犯罪的构成包括：(1)犯罪主体包括自然人和单位。(2)犯罪主观方面是故意。(3)犯罪客体是国家金融管理秩序。(4)犯罪客观方面表现为未依法定程序经有关部门批准的集资行为。,0,0
1,(单选题)下列属于公司高级管理人员的是()。Ⅰ.经理Ⅱ.副经理Ⅲ.财务负责人Ⅳ.股东,<p>AⅠ．Ⅱ．Ⅲ</p><p>BⅠ．Ⅱ．Ⅳ</p><p>CⅠ．Ⅲ．Ⅳ</p><p>DⅠ．Ⅱ．Ⅲ．Ⅳ</p>,4,A,高级管理人员是指公司的经理、副经理、财务负责人，上市公司董事会秘书和公司章程规定的其他人员。,0,0
1,(单选题)下列关于有限责任公司组织机构的说法中，正确的是()。Ⅰ.一般的有限责任公司，其组织机构为股东会、董事会和监事会Ⅱ.股东人数较少和规模较小的有限责任公司，其组织机构为股东会、执行董事和监事Ⅲ.一人有限责任公司也要设股东会Ⅳ.国有独资有限责任公司，其组织机构为股东会、董事会和监事会,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,B,根据《中华人民共和国公司法》，对有限责任公司组织机构的设置作了多元制的规定：一般的有限责任公司，其组织机构为股东会、董事会和监事会；股东人数较少和规模较小的有限责任公司，其组织机构为股东会、执行董事和监事；一人有限责任公司不设股东会。国有独资有限责任公司，其组织机构为股东会、董事会和监事会。,0,0
1,(单选题)下列属于利用未公开信息交易罪立案追诉标准的是()。Ⅰ.期货交易占用保证金数额累计在30万元以上的；Ⅱ.证券交易成交额累计在50万元以上的；Ⅲ.获利或者避免损失数额累计在10万元以上的；Ⅳ.多次利用内幕信息以外的其他未公开信息进行交易活动的。,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,根据有关规定，涉嫌下列情形之一的，应确定为利用未公开信息交易罪，并予以立案追诉：(1)证券交易成交额累计在50万元以上的。(2)期货交易占用保证金数额累计在30万元以上的。(3)获利或者避免损失数额累计在15万元以上的。(4)多次利用内幕信息以外的其他未公开信息进行交易活动的。(5)其他情节严重的情形。,0,0
1,(单选题)下列属于共益权的是()。Ⅰ.股东大会参加权Ⅱ.股东大会上的表决权Ⅲ.提起诉讼权Ⅳ.股利分配请求权,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,共益权是指股东依法参加公司事务的决策和经营管理的权利，它是股东基于公司利益同时兼为自己的利益而行使的权利，包括股东会或股东大会参加权、提案权、质询权，在股东会或股东大会上的表决权、累积投票权，股东会或股东大会召集请求权和自行召集权，了解公司事务、查阅公司账簿和其他文件的知情权，提起诉讼权等。,0,0
