1,(单选题)我国在国际市场上发行的金融债券的最长期限为( )。 ,<p>A12年</p><p>B8年</p><p>C10年</p><p>D20年</p>,4,A,最短的5年，最长的12年。,0,0
1,(单选题)中国证监会及其派出机构可以根据( )原则，要求财务顾问提供已按照规定履行尽职调查义务的证明材料、 工作档案和工作底稿。 ,<p>A审慎监管</p><p>B忠实勤勉</p><p>C诚实信用</p><p>D平等自愿</p>,4,A,中国证监会及其派出机构可以根据审慎监管原则，要求财务顾问提供已按照规定履行尽职调查义务的 证明材料、工作档案和工作底稿，并对财务顾问的公司治理、内部控制、经营运作、风险状况、从业 活动等方面进行非现场检查或者现场检查。,0,0
1,(单选题)2005年就国允许符合条件的国际开发机构在国内发行( )。 ,<p>A人民币债券</p><p>B欧洲债券</p><p>C亚洲债券</p><p>D扬基债券</p>,4,A,2005年我国允许符合条件的国际开发机构在国内发行人民币债券。,0,0
1,(单选题)某股份公司发行股票1000万股，每股面额为1元，发行价格5元/股，则每股代表着公司净资产( )的所有 权。 ,<p>A千分之一</p><p>B千分之五</p><p>C千万分之一</p><p>D千万分之五</p>,4,C,每股代表着公司净资产1/1000万，即千万分之一的所有权。,0,0
1,(单选题)股票的清算价值是公司清算时每一股份所代表的( )。 ,<p>A票面价值</p><p>B实际价值</p><p>C账面价值</p><p>D内存价值</p>,4,B,考察股票的清算价值的含义。,0,0
1,(单选题)我国证券投资基金财产的投资组合( )公告一次。 ,<p>A每月</p><p>B每半年</p><p>C每季度</p><p>D每周</p>,4,C,我国证券投资基金财产的投资组合每季度公告一次。,0,0
1,(单选题)公司债券此相同期限政府债券的利率高，这是对( )的补偿。 ,<p>A利率风险</p><p>B信用风险</p><p>C购买力风险</p><p>D财务风险</p>,4,B,不同债券的利率不同，这是对信用风险的的补偿。,0,0
1,(单选题)( )报告制度通常被视为反洗钱预防监控制度的核心。 ,<p>A巨额和可疑交易</p><p>B大额和可疑交易</p><p>C大额和问题交易</p><p>D超额和可以交易</p>,4,B,考察反洗钱法内容。,0,0
1,(单选题)买卖双方在有组织的交易所内以公开竞价的形式达成的，在将来某一特定时间交收标准数量特定金融工 具的协议，我们称之为( )。 ,<p>A金融期货</p><p>B金融远期合约</p><p>C金融期权</p><p>D金融互换</p>,4,A,金融期货是指买卖双方在有组织的交易所内以公开竞价的形式达成的，在将来某一特定时间交收标准 数量特定金融工具的协议。,0,0
1,(单选题)外资持股或参股基金管理公司的权益比例，在我国加入WTO后3年内不超过( )。 ,<p>A0.49</p><p>B0.35</p><p>C0.33</p><p>D0.5</p>,4,A,允许外国机构设立合营公司，从事我国证券投资基金管理业务，外资比例不超过33%；加入后3年内， 外资比例不超过49%. ,0,0
1,(单选题)在计算股价指数时，先计算各样本股的个别指数，再加总求算术平均数，这是股票价格指数计算方法中 的( )。 ,<p>A简单算术股价指数相对法</p><p>B简单算术股价指数综合法</p><p>C拉斯贝尔加权指数</p><p>D派许加权指数</p>,4,A,简单算术股价指数中的相对法是先计算样本股的个别指数，再加总求出算术平均数。,0,0
1,(单选题)( )是计算开放式基金申购与赎回价格的基础。 ,<p>A基金份额净值</p><p>B基金资产总值</p><p>C基金负债总值</p><p>D基金资产净值</p>,4,A,经基金资产估值后确定的基金资产净值而计算出的基金份额净值，是计算基金份额转让价格尤其是计 算开放式基金申购与赎回价格的基础。,0,0
1,(单选题)金融衍生工具产生的最基本原因是( )。 ,<p>A获取超额利润</p><p>B打破金融管制</p><p>C避险</p><p>D放松外汇管制</p>,4,C,金融衍生工具产生的最基本原因是避险。,0,0
1,(单选题)以下几种金融资产的风险按从低到高的顺序为( )。 ,<p>A国债、公司债券、 股票</p><p>B公司债券、股票、国债</p><p>C股票、公司债券、国债</p><p>D公司债券、国债、股票</p>,4,A,股票、公司债和国债相比，国债的风险性是最小的，因为国债是“金边债券”，有国家财政作担保， 股票的风险是最大的,0,0
1,(单选题)按证券的募集方式分类，有价证券可分为( )。 ,<p>A股票、债券和其他证券</p><p>B公募证券和私募证券</p><p>C上市证券和非上市证券</p><p>D政府证券、政府机构证券和公司证券</p>,4,B,此题考查证券的分类。,0,0
1,(单选题)证券市场监管的( )原则要求证券市场具有充分的透明度。 ,<p>A公开原则</p><p>B公平原则</p><p>C公正原则</p><p>D监督与自律相结合的原则</p>,4,A,证券市场监管的公开原则要求证券市场具有充分的透明度。,0,0
1,(单选题)我国《证券法》规定了对证券公司( )进行管理。 ,<p>A分为综合类和经纪类</p><p>B分为创新类和规范类</p><p>C按照业务类型</p><p>D按照规模不同</p>,4,C,我国《证券法》规定了对证券公司按照业务类型进行管理。,0,0
1,(单选题)总的来说，在企业组织形式的更替中，最后是由( )演变成股份公司的。 ,<p>A独资公司</p><p>B家族型企业</p><p>C合伙组织</p><p>D有限责任公司</p>,4,C,总的来说，在企业组织形式的更替中，最后是由合伙组织演变成股份公司的。,0,0
1,(单选题)诚信信息是有纸质证明文件的，证明文件以( )形式保存。 ,<p>A电子文档</p><p>B纸质文档</p><p>C电子文档和纸质文档</p><p>D以上均不正确</p>,4,C,诚信信息是有纸质证明文件的，证明文件以电子和纸质两种形式保存。,0,0
1,(单选题)限定性集合资产管理计划资产投资于业绩优良、成长性高、流动性强的股票等权益类证券以及股票型证 券投资基金的资产，不得超过该计划资产净值的( )，并应当遵循分散投风险的原则。 ,<p>A0.1</p><p>B0.2</p><p>C0.5</p><p>D0.7</p>,4,B,限定性集合资产管理计划资产投资于业绩优良、成长性高、流动性强的股票等权益类证券以及股票型 证券投资基金的资产，不得超过该计划资产净值的20%，并应当遵循分散投资风险的原则。,0,0
1,(单选题)证券投资顾问应当遵循( )原则，勤勉、审慎地为客户提供证券投资顾问服务。 ,<p>A诚实守信</p><p>B自愿性</p><p>C合法性</p><p>D公平性 </p>,4,A,证券投资顾问应当遵循诚实守信原则，勤勉、审慎地为客户提供证券投资顾问服务。,0,0
1,(单选题)一般情况下，优先股票的股息率是( )的，其持有者的股东权利受到一定限制。 ,<p>A变化</p><p>B固定</p><p>C定期变化</p><p>D与公司经营情况挂钩</p>,4,B,一般情况下，优先股票的股息率是固定的，其持有者的股东权利受到一定限制，但在公司盈利和剩余 财产分配上比普通股股东享有优先权。,0,0
1,(单选题)证券经营机构涉嫌严重违法违规或严重亏损，在被证监会或国家有关部门调查期间，可以暂停其证券自 营业务资格，暂停时间最长不超过( )，并根据调查结论作相应处理。 ,<p>A半年</p><p>B1年</p><p>C3年</p><p>D5年 </p>,4,A,证券经营机构涉嫌严重违法违规或严重亏损，在被证监会或国家有关部门调查期间，可以暂停其证券 自营业务资格，暂停时间最长不超过半年，并根据调查结论作相应处理。,0,0
1,(单选题)从业人员取得执业证书后，辞职或者不为原聘用机构所聘用的，或者其他原因与原聘用机构解除劳动合 同的，原聘用机构应当在上述情形发生后( )日内向协会报告，由协会变更该人员执业注册登记。 ,<p>A7</p><p>B10</p><p>C15</p><p>D20</p>,4,B,从业人员取得执业证书后，辞职或者不为原聘用机构所聘用的，或者其他原因与原聘用机构解除劳动 合同的，原聘用机构应当在上述情形发生后10日内向协会报告，由协会变更该人员执业注册登记。,0,0
1,(单选题)向特定对象转让股票，未经中国证监会核准，转让后公司股东累计超过( )人的，亦构成变相公开发行股 票。 ,<p>A50</p><p>B100</p><p>C150</p><p>D200</p>,4,D,向特定对象转让股票，未经证监会核准，转让后公司股东累计超过200人的，亦构成变相公开发行股票。,0,0
1,(单选题)发行人、上市公司擅自改变公开发行证券所募集资金的用途的，责令改正，对直接负责的主管人员和其 他直接责任人员给予警告，并处以( )的罚款。 ,<p>A3万元以上30万元以下</p><p>B3万元以上60万元以下</p><p>C10万元以上30万元以下</p><p>D30万元以上60万元以下 </p>,4,A,发行人、上市公司擅自改变公开发行证券所募集资金的用途的，责令改正，对直接负责的主管人员和 其他直接责任人员给予警告，并处以3万元以上30万元以下的罚款。,0,0
1,(单选题)自股东会会议决议通过之日起60日内，股东与公司不能达成股权收购协议的，股东可以自股东会会议决 议通过之日起( )日内向人民法院提起诉讼。 ,<p>A30</p><p>B45</p><p>C60</p><p>D90</p>,4,D,自股东会会议决议通过之日起60日内，股东与公司不能达成股权收购协议的，股东可以自股东会会议 决议通过之日起90日内向人民法院提起诉讼。,0,0
1,(单选题)对要求审查董事、监事、境内分支机构负责人任职资格的申请，国务院证券监督管理机构自受理之日起( )内作出批准或者不予批准的书面决定。 ,<p>A20个工作日</p><p>B30个工作日</p><p>C1个月</p><p>D3个月</p>,4,A,对要求审查董事、监事、境内分支机构负责人任职资格的申请，国务院证券监督管理机构自受理之日 起20个工作日内作出批准或者不予批准的书面决定。,0,0
1,(单选题)证券公司净资本或其他风险控制指标达到预警标准的，公司进行重大业务决策时至少要提前( )个工作日向 证监会派出机构报送专门报告，说明有关业务对公司财务状况和风控指标的影响。 ,<p>A2</p><p>B3</p><p>C4</p><p>D5</p>,4,D,证券公司净资本或其他风险控制指标达到预警标准的，公司进行重大业务决策时至少要提前5个工作日 向证监会派出机构报送专门报告，说明有关业务对公司财务状况和风控指标的影响。,0,0
1,(单选题)证券投资者保护基金公司的职责不包括()。 ,<p>A筹集、管理和运作基金</p><p>B依法制定从事证券业务人员的资格标准和行为准则，并监督实施</p><p>C监测证券公司风险，参与证券公司风险处置工作</p><p>D组织、参与被撤销、关闭或破产证券公司的清算工作 </p>,4,B,证券投资者保护基金公司的职责包括：(1)筹集、管理和运作基金。(2)监测证券公司风险，参与证券公 司风险处置工作。(3)证券公司被撤销、关闭和破产或被中国证监会实施行政接管、托管经营等强制性 监管措施时，按照国家有关政策规定对债权人予以偿付。(4)组织、参与被撤销、关闭或破产证券公司 的清算工作。(5)管理和处分受偿资产，维护基金权益。(6)发现证券公司经营管理中出现可能危及投资 者利益和证券市场安全的重大风险时，向中国证监会提出监管、处置建议；对证券公司运营中存在的 风险隐患会同有关部门建立纠正机制。(7)国务院,0,0
1,(单选题)我国的( )规定我国地方政府不得发行地方政府债券。 ,<p>A《证券法》</p><p>B证监会</p><p>C《中华人民共和国预算法》</p><p>D国务院</p>,4,C,我国从1995年起实施的《中华人民共和国预算法》规定，地方政府不得发行地方政府债券（除法律和 国务院另有规定的除外）。,0,0
1,(单选题)因金融产品设计、运营和委托人提供的信息不真实、不准确、不完整而产生的责任()。 ,<p>A由委托人承担，证券公司不承担任何担保责任</p><p>B由委托人和证券公司共同承担责任</p><p>C由证券公司承担，委托人不承担任何担保责任</p><p>D委托人和证券公司均不应承担</p>,4,A,证券公司应当向客户说明，因金融产品设计、运营和委托人提供的信息不真实、不准确、不完整而产 生的责任由委托人承担，证券公司不承担任何担保责任。,0,0
1,(单选题)下列关于财务顾问与委托人之间权利和义务的说法中，错误的是()。 ,<p>A财务顾问应当与委托人签订委托协议，明确双方的权利和义务</p><p>B接受委托的，财务顾问应当指定3名财务顾问主办人负责</p><p>C财务顾问应当建立尽职调查制度和具体工作规程，对上市公司并购重组活动进行充分、广泛、合理的 调查</p><p>D委托人应当配合财务顾问进行尽职调查，提供相应的文件资料 </p>,4,B,财务顾问接受上市公司并购重组多方当事人委托的，不得存在利益冲突或者潜在的利益冲突。接受委 托的，财务顾问应当指定2名财务顾问主办人负责，同时，可以安排1名项目协办人参与。故B项说法 错误。,0,0
1,(单选题)将证券市场划分为一级市场和二级市场的依据是()。 ,<p>A品种结构</p><p>B上市公司规模</p><p>C层次结构</p><p>D交易场所结构</p>,4,C,证券市场按交易场所结构划分，可分为有形市场和无形市场；按层次结构划分，可分为发行市场（一 级市场）和交易市场（二级市场）；按品种结构划分，可分为股票市场、债券市场、基金市场、衍生 品市场等。,0,0
1,(单选题)按照证券公司增加常规业务种类的条件和程序，对证券公司代销金融产品业务资格申请进行审批的机构 是()。 ,<p>A中国证券业协会</p><p>B证券交易所</p><p>C证券公司住所地证监会派出机构</p><p>D中国证券监督管理委员会总部 </p>,4,C,证券公司代销金融产品，应当按照《证券公司监督管理条例》和中国证监会的规定，取得代销金融产 品业务资格。证券公司住所地证监会派出机构按照证券公司增加常规业务种类的条件和程序，对证券 公司代销金融产品业务资格申请进行审批。,0,0
1,(单选题)下列选项中，属于证券自营业务特点的是（）。 Ⅰ.风险性 Ⅱ.收益性 Ⅲ.保密性 Ⅳ.被动性 ,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,证券自营业务的特点包括自主性、风险性、收益性、专业性、保密性。,0,0
1,(单选题)在证券自营业务中，不得（）。 Ⅰ.将自营业务与资产管理业务、经纪业务混合操作 Ⅱ.以他人名义开立自营账户 Ⅲ.使用非自营席位从事证券自营业务 Ⅳ.超比例持仓或操纵市场,<p>AⅠ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,各证券公司应按照《证券公司证券自营业务指引》的要求，建立并完善公司自营业务内部管理制度与 机制，规范自营业务，进一步端正投资理念，增强守法意识，严格控制投资风险。不得将自营业务与 资产管理业务、经纪业务混合操作；不得以他人名开立自营账户；不得使用非自营席位从事证券自营 业务；不得超比例持仓或操纵市场。,0,0
1,(单选题)下列关于证券自营业务持仓规模要求的说法中，正确的是（）。 Ⅰ.证券专营机构负债总额与净资产之比不得超过10：1 Ⅱ.证券经营机构买入任一上市公司股票按当日收盘价计算的总市值不得超过该上市公司已流通股总市值 的20% Ⅲ.证券经营机构从事证券自营业务，其流动性资产占净资产或证券营运资金的比例不得低于70% Ⅳ.证券经营机构从事证券自营业务，持有一种非国债类证券按成本价计算的总金额不得超过净资产或证 券营运资金的20% ,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,A,证券经营机构从事证券自营业务，其流动性资产占净资产或证券营运资金的比例不得低于50%。,0,0
1,(单选题)下列属于上市证券的是（）。 Ⅰ.人民币普通股 Ⅱ.基金券 Ⅲ.人民币优先股 Ⅳ.期货,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,B,上市证券是指在证券交易所挂牌交易的下列证券：(1)人民币普通股。(2)基金券。(3)认股权证。(4)国 债。(5)公司或企业债券。,0,0
1,(单选题)证券公司从事自营业务，应当遵守的规定有（）。 Ⅰ.真实、合法的资金和账户 Ⅱ.风险监控 Ⅲ.业务隔离 Ⅳ.预警制度 ,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅳ</p>,4,A,证券公司从事自营业务，应当遵守以下规定：(1)真实、合法的资金和账户。(2)业务隔离。(3)明确授 权。(4)风险监控。(5)报告制度。,0,0
1,(单选题)根据我国《上市公司发行可转换公司债券实施办法》的规定，可转债具体转股期限应由发行人根据（） 确定。 Ⅰ.持有人要求Ⅱ.公司财务情况 Ⅲ.流通股价格 Ⅳ.可转债的存续期 ,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅳ</p><p>DⅠ.Ⅲ</p>,4,C,根据我国《上市公司发行可转换公司债券实施办法》的规定，具体转股期限应由发行人根据可转债的 存续期及公司财务情况确定。,0,0
1,(单选题)在保荐业务中，持续督导发行人应履行的义务有（）。 Ⅰ.规范运作 Ⅱ.审慎工作 Ⅲ.信守承诺 Ⅳ.信息披露,<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,C,保荐机构及其保荐代表人应当遵守法律、行政法规和中国证监会的相关规定，恪守业务规则和行业规 范，诚实守信，勤勉尽责，尽职推荐发行人证券发行上市，持续督导发行人履行规范运作、信守承 诺、信息披露等义务。,0,0
1,(单选题)基金合同当事人包括（）。 Ⅰ.基金份额持有人 Ⅱ.基金托管人 Ⅲ.基金管理人 Ⅳ.基金销售代理人,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,我国的证券投资基金依据基金合同设立，基金份额持有人、基金管理人与基金托管人是基金合同的当 事人，简称基金当事人。,0,0
1,(单选题)以下属于基金合同当事人的有（）。 Ⅰ.基金管理人 Ⅱ.基金托管人 Ⅲ.基金持有人 Ⅳ.基金销售机构,<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,我国的证券投资基金依据基金合同设立，基金份额持有人、基金管理人与基金托管人是基金合同的当 事人，简称基金当事人。,0,0
1,(单选题)关于保本基金的宣传推介，错误的是（）。 Ⅰ.保本基金只能保证最低收益 Ⅱ.保本基金与银行存款相似 Ⅲ.保本基金仍存在本金损失的风险 Ⅳ.保本基金与金融机构同业存款相似 ,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,C,推介保本基金的，应当充分揭示保本基金的风险。说明投资者投资于保本基金并不等于将资金作为存 款存放在银行或者存款类金融机构，并说明保本基金在极端情况下仍然存在本金损失的风险。,0,0
1,(单选题)下列情形，不得成为持有证券公司5%以上股权的股东的是（）。 Ⅰ.甲因抢劫罪被判处3年有期徒刑，现刑罚执行完毕已经5年 Ⅱ.乙公司净资产占实收资本的35%Ⅲ.丙因做生意亏本，欠别人5万元已经到期，至今不能清偿 Ⅳ.丁公司或有负债达到净资产的75% ,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,C,有下列情形之一的单位或者个人，不得成为持有证券公司5%以上股权的股东、实际控制人：(1)因故意 犯罪被判处刑罚，刑罚执行完毕未逾3年。(2)净资产低于实收资本的50%，或者或有负债达到净资产的50%。(3)不能清偿到期债务。(4)国务院证券监督管理机构认定的其他情形。,0,0
1,(单选题)以下属于政府债券特征的是（）。 Ⅰ.免税待遇 Ⅱ.收益稳定 Ⅲ.安全性高 Ⅳ.流动性差,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,许多国家政府债券的二级市场十分发达，不仅允许在证券交易所上市交易，还允许在场外市场进行买 卖。,0,0
1,(单选题)以下（）属于证券交易所交易系统。 Ⅰ.交易主机 Ⅱ.交易大厅 Ⅲ.参与者交易业务单元或交易席位 Ⅳ.信息服务网,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,信息服务网属于证券交易所的信息系统。,0,0
1,(单选题)目前我国政策性银行金融债券的发行主体包括（）。 Ⅰ.农业发展银行 Ⅱ.国家开发银行 Ⅲ.进出口银行 Ⅳ.信托公司 ,<p>AⅢ.Ⅳ</p><p>BⅡ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,我国政策性银行金融债券的发行主体是政策性银行。,0,0
1,(单选题)以下关于我国的公司债券说法正确的是（）。 Ⅰ.我国的公司债券是指依照法定程序发行、约定在3年以上期限内还本付息的有价证券 Ⅱ.公司债券的发行人是依照《公司法》在中国境内设立的有限责任公司和股份有限公司 Ⅲ.2007年8月，中国证监会正式颁布实施《公司债券发行试点办法》 Ⅳ.2008年10月，中国证监会发布《上市公司股东发行可交换公司债券试行规定》,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,A,我国的公司债券是指依照法定程序发行、约定在1年以上期限内还本付息的有价证券。,0,0
1,(单选题)以下关于开放式证券投资基金的说法，不正确的是（）。 Ⅰ.价格的形成以基金份额净值为基础 Ⅱ.每月公布一次基金资产净值 Ⅲ.基金的发行和存续规模是固定的 Ⅳ.基金有固定的存续期限 ,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,A,开放式基金规模不固定，投资者可随时提出申购或赎回申请，基金份额会随之增加或减少。开放式基 金在开始办理申购或赎回前，至少每周公告一次资产净值和份额净值；开放申购和赎回后，应于每个 开放日的次日披露基金份额净值和份额累计净值。,0,0
1,(单选题)下列选项中，属于融资融券业务的账户体系中客户信用账户的是（）。 Ⅰ.客户信用资金台账 Ⅱ.融券专用证券账户 Ⅲ.客户信用证券账户 Ⅳ.客户信用资金账户,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅲ.Ⅳ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,B,融资融券业务账户体系中的客户信用账户包括客户信用资金台账、客户信用证券账户和客户信用资金 账户。II项属于证券公司信用账户。,0,0
1,(单选题)取得证券业从业资格的人员，如果属于（）情况的，可以通过证券经营机构申请统一的执业证书。 Ⅰ.已被机构聘用 Ⅱ.不存在《中华人民共和国证券法》第一百二十六条规定的情形 Ⅲ.未被中国证券监督管理委员会认定为证券市场禁入者 Ⅳ.5年前受过轻微的刑事处罚,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,取得从业资格的人员，符合下列条件的，可以通过机构申请执业证书：(1)已被机构聘用。(2)最近3年 未受过刑事处罚。(3)不存在《中华人民共和国证券法》第一百二十六条规定的情形。(4)未被中国证券 监督管理委员会认定为证券市场禁入者，或者已过禁入期的。(5)品行端正，具有良好的职业道德。(6)法律、行政法规和中国证券监督管理委员会规定的其他条件。,0,0
