1,(单选题)下列各项中，不属于公司信贷的基本要素的是()。 ,<p>A交易对象 </p><p>B信贷产品 </p><p>C信贷期限 </p><p>D风险控制</p>,4,D,公司信贷的基本要素主要包括交易对象、信贷产品、信贷金额、信贷期限、贷款利率和费率、清偿计 划、担保方式和约束条件等。选项D说法错误。,0,0
1,(单选题)()是指某一行业内企业的固定成本和可变成本之间的比例。 ,<p>A财务报表结构 </p><p>B成本结构 </p><p>C经营杠杆 </p><p>D盈亏平衡点</p>,4,B,成本结构指的是某一行业内企业的固定成本和可变成本之间的比例。同一行业中的企业资金周转周期 非常相似，所以它们的财务报表结构和成本结构也较为相似。,0,0
1,(单选题)下列关于抵押物转让的说法，错误的是()。 ,<p>A在抵押期间，抵押人转让已办理抵押登记的抵押物的，若未告知受让人转让物已经抵押，则转让行为 无效 </p><p>B在抵押期间，抵押人转让已办理抵押登记的抵押物的，若未通知银行，则转让行为无效 </p><p>C抵押权应与其担保的债权分离而单独转让 </p><p>D抵押人转让抵押物所得的价款，应向银行提前清偿所担保的债权</p>,4,C,抵押权不得与其担保的债权分离而单独转让或者作为其他债权的担保。故选C。,0,0
1,(单选题)信贷资金运动以()为轴心。 ,<p>A银行 </p><p>B中央银行 </p><p>C贷款者 </p><p>D担保者</p>,4,A,信贷资金的运动特征中第四点：信贷资金运动以银行为轴心。,0,0
1,(单选题)银行需审查建设项目的资本金是否已足额到位。即使因特殊原因不能按时足额到位，贷款支取的比例也 应同步()借款人资本金到位的比例。 ,<p>A低于 </p><p>B高于 </p><p>C等于 </p><p>D达到</p>,4,A,银行需审查建设项目的资本金是否已足额到位。即使因特殊原因不能按时足额到位，贷款支取的比例 也应同步低于借款人资本金到位的比例。此外，贷款原则上不能用于借款人的资本金、股本金和企业 其他需自筹资金的融资。因此，A为正确选项。,0,0
1,(单选题)在一定置信水平上，在一定时间内，为弥补银行非预期损失所需的资本是()。 ,<p>A附属资本 </p><p>B经济资本 </p><p>C债务资本 </p><p>D实收资本</p>,4,B,经济资本是指在一定置信水平上，在一定时间内，为弥补银行非预期损失所需的资本。,0,0
1,(单选题)资产管理公司要有()年以上不良资产管理和处置经验。 ,<p>A2</p><p>B3</p><p>C5</p><p>D10</p>,4,C,资产管理公司，是指具有健全公司治理、内部管理控制机制，并有5年以上不良资产管理和处置经验， 公司注册资本金100亿元（含）以上，取得银监会核发的金融许可证的公司，以及各省、自治区、直辖 市人民政府依法设立或授权的资产管理或经营公司。,0,0
1,(单选题)下列关于贷款担保中人的担保的说法，错误的是()。 ,<p>A担保人将特定财产抵押给银行 </p><p>B担保人可以是法人，也可以是自然人 </p><p>C担保人是借款人和贷款人之外的第三人 </p><p>D若借款人未按期还款，担保人承担还款责任</p>,4,A,贷款担保可分为人的担保和财产担保两种。其中，人的担保主要指由作为第三人的自然人或法人向银 行提供的，许诺借款人按期偿还贷款的保证。如果债务人未按期还款，担保人将承担还款的责任。故 A选项叙述是错误的。,0,0
1,(单选题)金融企业应在每批次不良资产转让结束后()个工作日内，向同级财政部门和银监会或属地银监局报告转让 方案及处置结果。 ,<p>A30</p><p>B15</p><p>C10</p><p>D7</p>,4,A,金融企业应在每批次不良资产转让结束后30个工作日内，向同级财政部门和银监会或属地银监局报告 转让方案及处置结果。,0,0
1,(单选题)我国中央银行公布的贷款基准利率是()。 ,<p>A固定利率 </p><p>B法定利率 </p><p>C市场利率 </p><p>D行业公定利率</p>,4,B,我国中央银行公布的贷款基准利率是法定利率。,0,0
1,(单选题)关于对借款人的贷后财务监控，下列说法正确的是()。 ,<p>A企业提供的财务报表如为复印件，需要公司盖章 </p><p>B企业提供的财务报表如经会计师事务所审计，需要完整的审计报告（不包括附注） </p><p>C财务报表应含有资金运用表 </p><p>D对于关键数据，主要进行纵向比较</p>,4,A,银行对借款人进行贷后财务监控时，应核实企业提供的财务报表：①报表如为复印件，需公司盖章； ②报表如经会计师事务所审计，需有完整的审计报告（包括附注说明）；③报表应含有资产负债表、 利润表。同时，银行还应对应收账款、存货、对外投资等关键性数据进行抽样核实，并进行横向（同 类客户之间）与纵向（同一客户不同时间）的比较，以判断其财务数据是否合理，企业经营有无异 常。,0,0
1,(单选题)企业外购一项固定资产，购买价格300万元，支付的运输费15万元，保险费6万元，发生的安装成本4万 元，并缴纳税金11万元。则该固定资产的入账原值为()。 ,<p>A311万元 </p><p>B315万元 </p><p>C325万元 </p><p>D336万元</p>,4,D,购入的固定资产原值按照购买价加上支付的运输费、保险费、包装费、安装成本和缴纳的税金确定， 则该固定资产的入账原值=300+15+6+4+11=336（万元）。,0,0
1,(单选题)市场需求预测是对需求现状进行分析与评估，对当前市场需求状况进行预测分析，不包括()。 ,<p>A评估市场竞争状况 </p><p>B估计潜在的市场需求量 </p><p>C估计区域市场潜在需求量 </p><p>D估计行业销售额和企业的市场占有率</p>,4,A,市场需求预测是在对需求量进行调查的基础上，对需求现状进行分析与评估。对当前市场需求状况进 行预测分析，包括估计总的市场潜在需求量、区域市场潜量、行业的实际销售额和公司的市场占有 率。,0,0
1,(单选题)项目财务内部收益率是指项目在计算期内各年净现金流量累计净现值()时的折现率，它反映项目所占用资 金的盈利水平。 ,<p>A小于0 </p><p>B大于0 </p><p>C等于0 </p><p>D等于</p>,4,C,财务内部收益率是使项目在计算期内各年净现金流量累计净现值等于零时的折现率，它反映项目所占 用资金的盈利水平，是反映项目获利能力的动态指标。,0,0
1,(单选题)下列有关抵押的说法不正确的是()。 ,<p>A在抵押期间，抵押人转让已办理抵押登记的抵押物的，抵押人未通知银行或未告知受让人的，转让行 为无效 </p><p>B若转让抵押物的价款高于其价值的，银行可以要求抵押人提供相应的担保，抵押人不提供的，不得转 让抵押物 </p><p>C抵押人转让抵押物所得的价款，应当向银行提前清偿所担保的债权，超过债权数额的部分归抵押人所 有，不足部分由债务人清偿 </p><p>D抵押权不得与其担保的债权分离而单独转让或者作为其他债权的担保</p>,4,B,抵押人未通知银行或者未告知受让人的，转让行为无效。若转让抵押物的价款明显低于其价值的，银 行可以要求抵押人提供相应的担保，抵押人不提供的，不得转让抵押物。B选项说法错误。A、C、D 三个选项叙述均正确。,0,0
1,(单选题)保证人的保证限额等于()。 ,<p>A信用风险限额 </p><p>B信用风险限额+在银行资产 </p><p>C信用风险限额-对银行负债 </p><p>D信用风险限额+未来收入现值</p>,4,C,保证人的保证限额，是指根据客户信用评级办法测算出的保证人信用风险限额减去保证人对商业银行 的负债（包括或有负债）得出的数值。故C选项正确。,0,0
1,(单选题)抵押物由于技术相对落后造成的贬值是()。 ,<p>A实体性贬值 </p><p>B功能性贬值 </p><p>C经济性贬值 </p><p>D物质性贬值</p>,4,B,抵押物价值的变动趋势可从三方面进行分析，即实体性贬值、功能性贬值以及经济性贬值。实体性贬 值是由于使用磨损和自然损耗造成的贬值；功能性贬值是指由于技术相对落后而造成的贬值；经济性 贬值是由于外部环境变化引起的贬值。,0,0
1,(单选题)国家机关可作为保证人的一种特殊情况是()。 ,<p>A上级部门批准后，为外企保证 </p><p>B上级部门批准后，为涉外企业保证 </p><p>C发改委批准后，为涉外企业保证 </p><p>D国务院批准为使用外国政府或国际经济组织贷款进行转贷</p>,4,D,《担保法》规定，国家机关不得作保证人，但经国务院批准对特定事项作保证人的除外。《担保法》 规定，国家机关可以为国务院批准为使用外国政府或者国际经济组织贷款进行转贷作为保证人。故D 选项正确。,0,0
1,(单选题)某公司以上市公司法人股权质押作为贷款担保，则应该以下列()价格作为质押品的公允价格。 ,<p>A公司最近一期经审计的财务报告中所写明的上市公司法人股权的净资产价格2500万元 </p><p>B以公司最近的财务报告为基础，测算公司未来现金流入量的现值，所估算的上市公司法人股权的价值 3000万元 </p><p>C公司正处于重组过程中，交易双方关于上市公司法人股权最新的谈判价格为2800万元 </p><p>D贷款日该上市公司法人股权市值2600万元</p>,4,A,对于没有明确市场价格的质押品，如上市公司法人股权等，则应当在以下价格中选择较低者为质押品 的公允价值：①公司最近一期经审计的财务报告或税务机关认可的财务报告中所写明的质押品的净资 产价格；②以公司最近的财务报告为基础，测算公司未来现金流入量的观值，所估算的质押品的价 值；③如果公司正处于重组、并购等股权变动过程中，可以交易双方最新的谈判价格作为确定质押品 公允价值的参考。,0,0
1,(单选题)省级财政部门和银监局于每年()前分别将辖区内金融企业上年度批量转让不良资产汇总情况报财政部和银 监会。 ,<p>A42035</p><p>B42055</p><p>C42093</p><p>D42185</p>,4,C,省级财政部门和银监局于每年3月30日前分别将辖区内金融企业上年度批量转让不良资产汇总情况报财 政部和银监会。,0,0
1,(单选题)抵押期限应()贷款期限，凡变更贷款主合同的，一定要注意新贷款合同与原贷款抵押合同期限的差异，不 能覆盖贷款合同期限的要重新签订抵押合同。 ,<p>A大于 </p><p>B小于 </p><p>C等于 </p><p>D大于或等于</p>,4,D,抵押期限应等于或大于贷款期限，凡变更贷款主合同的，一定要注意新贷款合同与原贷款抵押合同期 限的差异，不能覆盖贷款合同期限的要重新签订抵押合同。故D选项符合题意。,0,0
1,(单选题)贷款质押的最主要风险因素是()。 ,<p>A虚假质押风险 </p><p>B司法风险 </p><p>C汇率风险 </p><p>D操作风险</p>,4,A,目前银行办理的质押贷款在业务中主要的风险有：虚假质押风险、司法风险、汇率风险和操作风险。 其中，虚假质押风险是贷款质押的最主要风险因素。,0,0
1,(单选题)在企业集团授信额度中，复杂的企业组织结构之所以更容易产生潜在的风险，其原因不包括()。 ,<p>A集团客户整体实力更强大 </p><p>B贷款资金有可能被转移到集团的其他公司 </p><p>C内部集团资金流有可能转化为现金并用于债务清偿 </p><p>D无论借款企业的条件和业绩有多么优秀，发生在集团的其他公司的问题也有可能影响到借款企业</p>,4,A,复杂企业结构更容易产生潜在的信用风险，原因如下：①贷款资金有可能被转移到集团的其他公司； ②内部集团资金流有可能转化为现金并用于债务清偿；③无论借款企业的条件和业绩有多优秀，发生 在集团的其他公司的问题都有可能影响到借款企业。,0,0
1,(单选题)短期贷款报审材料中，借款人近三年的经财政部门或会计师事务所审计的财务报表不包括()。 ,<p>A利润表 </p><p>B资产负债表 </p><p>C现金流量表 </p><p>D财务状况变动表</p>,4,C,借款人近三年的经财政部门或会计师事务所审计的财务报表包括资产负债表、利润表和财务状况变动 表，不包括现金流量表，故C选项符合题意。,0,0
1,(单选题)借款人的信用承受能力主要内容不包括()。 ,<p>A借款人的信用等级 </p><p>B统一授信（或公开授信）情况 </p><p>C已占用的风险限额情况 </p><p>D审查保证人的资格及其担保能力</p>,4,D,借款人的信用承受能力主要内容有：借款人的信用等级、统一授信（或公开授信）情况、已占用的风 险限额情况、是否存在超风险限额发放贷款情况。此外，审查时还应特别注意借款人的应摊未摊、盘 亏损失、潜在亏损等方面的问题。所以，选项A、B、C均属于借款人的信用承受能力的主要内容，选 项D“审查保证人的资格及其担保能力”属于对贷款保证人的审查内容，所以，选项D符合题意。,0,0
1,(单选题)在延期付款的大型设备贸易中，出口方银行应出口商的请求，向出口商无追索权地买下经进口商承兑的 汇票（或由其签发的本票），使出口商得以提前取得现款的资金融通方式是()。 ,<p>A福费廷 </p><p>B进口买方信贷 </p><p>C进口买方混合贷款 </p><p>D出口卖方信贷</p>,4,A,福费廷是在延期付款的大型设备贸易中，出口方银行应出口商的请求，向出口商无追索权地买下经进 口商承兑的汇票（或由其签发的本票），使出口商得以提前取得现款的一种资金融通方式。题中叙述 符合福费廷的定义，故A选项正确。,0,0
1,(单选题)出口打包贷款是出口商当地的银行凭()开立的信用证及该信用证项下的出口商品为抵押向出口商提供的短 期贷款。,<p>A出口商 </p><p>B出口商所在地银行 </p><p>C担保商 </p><p>D进口商所在地银行</p>,4,D,出口打包贷款是出口商当地的银行凭进口商所在地银行开立的信用证及该信用证项下的出口商品为抵 押向出口商提供的短期贷款，该类贷款报审材料中应报送：进口方银行开立的信用证、由国际结算部 门出具的信用证条款无疑义的材料、进口商与开证行的资信证明或说明等材料。故D选项正确。,0,0
1,(单选题)甲企业于2010年初从A银行取得中长期借款1000万元用于一个为期3年的项目投资。截至2011年年底，项 目已完工75%，银行已按照借款合同付款750万元。银行依据的贷款发放原则是()。 ,<p>A及时性原则 </p><p>B进度放款原则 </p><p>C资本金足额原则 </p><p>D计划、比例放款原则</p>,4,B,贷款发放的原则包括：①计划、比例放款原则；②进度放款原则；③资本金足额原则。其中进度放款 原则是指在中长期贷款发放过程中，银行应按照完成工程量的多少进行付款。可见该题所述依据的是 进度放款原则。,0,0
1,(单选题)下面不属于借款人挪用贷款情况的是()。 ,<p>A将流动资金贷款用于职工福利 </p><p>B外借母公司贷款进行房地产投资 </p><p>C用流动资金贷款支付货款 </p><p>D用贷款进行股本权益性投资</p>,4,C,挪用贷款的情况一般包括：①用贷款进行股本权益性投资；②用贷款在有价证券、期货等方面从事投 机经营；③未依法取得经营房地产资格的借款人挪用贷款经营房地产业务；④套取贷款牟取非法收 入；⑤借款企业挪用流动资金进行基本建设或用于财政性开支或者用于弥补企业亏损，或者用于职工 福利。,0,0
1,(单选题)首次放款的先决条件文件中，贷款类文件包括()。 ,<p>A公司章程</p><p>B银行之间已正式签署的贷款协议 </p><p>C全体董事的名单及全体董事的签字样本 </p><p>D现时有效的企业法人营业执照、批准证书、成立批复</p>,4,B,首次放款的先决条件文件中，贷款类文件包括：①借贷双方已正式签署的借款合同；②银行之间已正 式签署的贷款协议（多用于银团贷款）。故B选项正确。选项A、C、D均属于公司类文件。,0,0
1,(单选题)下列不属于企业经营风险的是()。 ,<p>A产品结构单一 </p><p>B对一些客户或供应商过分依赖，可能引起巨大的损失 </p><p>C业务性质、经营目标或习惯做法改变 </p><p>D管理层对环境和行业中的变化反应迟缓</p>,4,D,经营风险是指企业在经营过程中由于各种自身或外界因素的影响造成的风险。管理层对环境和行业中 的变化反应迟缓属于企业管理状况风险，不属于企业经营风险。,0,0
1,(单选题)下列对保证人资格审查的做法中，正确的是()。 ,<p>A应尽可能避免连环担保 </p><p>B股份制企业的保证人还需要提供股东大会的授权书 </p><p>C自然人不可以作为公司贷款的保证人 </p><p>D只允许企业法人作保证人</p>,4,A,审查保证人资格时应注意：保证人应是具有代为清偿能力的企业法人或自然人，企业法人应提供其真 实营业执照及近期财务报表；保证人或抵押人为有限责任公司或股份制企业的，其出具担保时，必须 提供董事会同意其担保的决议和有相关内容的授权书。应尽可能避免借款人之间相互担保或连环担 保。,0,0
1,(单选题)在商业银行依法收贷过程中，按照法律规定，向仲裁机关申请仲裁的时效为______向人民法院提起诉讼 的时效为______。() ,<p>A2年；1年 </p><p>B1年；1年 </p><p>C2年；2年 </p><p>D1年；2年</p>,4,D,按法律规定，向仲裁机关申请仲裁的时效为1年，向人民法院提起诉讼的时效为2年。诉讼时效期间从 贷款到期之日计算。,0,0
1,(单选题)三资企业比其他企业需要特别上交的客户档案是()。 ,<p>A借款人的营业执照 </p><p>B法人代码证的复印件 </p><p>C担保人的开户情况 </p><p>D企业批准证书、公司章程</p>,4,D,客户档案主要包括：①借款企业及担保企业的“三证”复印件。②借款企业及担保企业的信用评级资 料。③借款企业及担保企业的开户情况。④借款企业及担保企业的验资报告。⑤借款企业及担保企业 近三年的主要财务报表，上市公司、“三资”企业需提供经审计的年报。⑥企业法人、财务负责人的 身份证或护照复印件。⑦反映该企业经营、资信（“三资”企业还应提交企业批准证书、公司章程 等）及历次贷款情况的其他材料。所以，三资企业比其他企业需要特别上交的客户档案是企业批准证 书、公司章程。故D选项正确。,0,0
1,(单选题)财产保全可以在起诉前申请，也可以在起诉后判决前申请，起诉前申请财产保全被人民法院采纳后，应 该在人民法院采取保全措施()天内正式起诉。 ,<p>A7</p><p>B10</p><p>C15</p><p>D30</p>,4,C,财产保全可以在起诉前申请，也可以在起诉后判决前申请，起诉前申请财产保全被人民法院采纳后， 应该在人民法院采取保全措施15天内正式起诉。,0,0
1,(单选题)下列属于经营者的预警信号的是()。 ,<p>A财务报表呈报不及时 </p><p>B丧失一个或多个客户，而这些客户财力雄厚 </p><p>C关系到企业生产能力的某一客户的订货变化无常 </p><p>D工厂或设备维修不善，推迟更新过时的无效益的设备</p>,4,A,贷款风险的预警信号系统中，有关经营者的信号主要包括：关键人物的态度变化尤其是缺乏合作态 度；董事会、所有权变化或重要的人事变动；还款意愿降低；财务报表呈报不及时；各部门职责分 离；冒险兼并其他公司；冒险投资于其他新业务、新产品以及新市场等。所以，选项A符合题意。B、 C、D三选项均属于有关经营状况的信号。,0,0
1,(单选题)下列关于档案管理，说法错误的是()。 ,<p>A信贷档案实行集中统一管理的原则 </p><p>B抵押品资料的管理应当按一级文件的管理要求进行 </p><p>C中、长期贷款档案的管理，在结清后原则上需再保管10年 </p><p>D信贷档案采取分段管理，专人负责，按时交接，定期检查的管理模式</p>,4,C,贷款档案的保管期限自贷款结清（核销）后的第2年起计算。其中：①5年期，一般适用于短期贷款， 结清后原则上再保管5年；②20年期，一般适用于中、长期贷款，结清后原则上再保管20年；③永久， 经风险管理部及业务经办部门认定有特殊保存价值的项目可列为永久保存。,0,0
1,(单选题)我国商业银行贷款风险分类最核心的内容是()。 ,<p>A借款人的信用等级 </p><p>B借款人的经营状况 </p><p>C贷款偿还的可能性 </p><p>D借款人的财务状况</p>,4,C,我国贷款风险分类的标准最核心的内容即贷款偿还的可能性，主要受借款人还款能力和还款意愿的影 响，其中还款能力占主导地位。,0,0
1,(单选题)担保的充分性和有效性分别指()。 ,<p>A法律方面和经济方面 </p><p>B风险方面和收益方面 </p><p>C经济方面和法律方面 </p><p>D收益方面和风险方面</p>,4,C,在担保的问题上，主要有两个方面的问题要重点考虑，一是法律方面，即担保的有效性；二是经济方 面，即担保的充分性。因此，担保的充分性和有效性分别指经济方面和法律方面。,0,0
1,(单选题)银行进行贷款风险分类的意义不包括()。 ,<p>A贷款风险分类是银行增加收益的需要 </p><p>B贷款风险分类是银行稳健经营的需要 </p><p>C贷款风险分类是不良资产的处置和银行重组的需要</p><p>D贷款风险分类标准是利用外部审计师辅助金融监管的需要</p>,4,A,银行进行贷款风险分类的意义包括以下四点：①贷款风险分类是银行稳健经营的需要；②贷款风险分 类是金融审慎监管的需要；③贷款风险分类标准是利用外部审计师辅助金融监管的需要；④贷款风险 分类是不良资产的处置和银行重组的需要。B、C、D三选项均属于银行进行贷款风险分类的意义，A 选项不属于此范畴。,0,0
1,(单选题)在贷款分类过程中，银行首先需要了解贷款基本信息，其内容不包括()。 ,<p>A资产转换分析 </p><p>B还款可能性分析 </p><p>C还款来源分析 </p><p>D贷款目的分析</p>,4,B,在贷款分类过程中，银行首先要了解的就是贷款基本信息，其内容包括四个方面：①贷款目的，即主 要判断贷款实际上是如何使用的，与约定的用途是否有出入；②还款来源，即主要分析贷款合同上的 最初偿还来源和目前还款来源；③贷款在使用过程中的周期性分析，即资产转换分析，分析贷款使用 过程中的各种相关信息及其影响；④还款记录，即根据贷款偿还记录情况，判断借款人过去和现在以 及未来的还款意愿和还款行为。,0,0
1,(单选题)下列关于专项准备金的说法，错误的是()。 ,<p>A专项准备金具有资本的性质 </p><p>B专项准备金反映的是贷款账面价值与实际评估价值的差额 </p><p>C在计算风险资产时，要将已提取的专项准备金作为贷款的抵扣从相应的贷款组合中扣除 </p><p>D专项准备金是根据贷款风险分类结果，对不同类别的贷款根据其内在损失程度或历史损失概率计提的 贷款损失准备金</p>,4,A,专项准备金已经用于弥补目前贷款组合中存在的内在损失，不能再用于弥补银行未来发生的其他损 失，其性质与固定资产折旧相同。因此，专项准备金不具有资本的性质。故A选项说法错误。,0,0
1,(单选题)对于商业银行来说，借款人已资不抵债的，其贷款应至少是()类贷款。 ,<p>A可疑 </p><p>B次级 </p><p>C损失 </p><p>D关注</p>,4,A,可疑类贷款的具体体现是：①借款人处于停产、半停产状态；②固定资产贷款项目处于停缓状态；③ 借款人已资不抵债；④银行已诉诸法律来回收贷款；⑤贷款经过了重组仍然逾期，或仍然不能正常归 还本息，还款状况没有得到明显改善等。,0,0
1,(单选题)按照净现值法，贷款价值的确定主要依据()。 ,<p>A未来净现金流量的贴现值 </p><p>B当前现金流量的贴现值 </p><p>C当前净现金流量的贴现值 </p><p>D未来现金流量的贴现值</p>,4,A,按照净现值法，贷款价值的确定主要依据对未来净现金流量的贴现值，这样，贷款组合价值的确定将 包括贷款的所有预期损失，贷款盈利的净现值也会得到确认。,0,0
1,(单选题)商业银行的普通准备金可以计入其资本基础的附属资本，但计入的普通准备金不能超过其加权风险资产 的()，超过部分不再计入。 ,<p>A0.025</p><p>B0.0125</p><p>C0.02</p><p>D0.01</p>,4,B,由于普通损失准备金在一定程度上具有资本的性质，因此，普通准备金可以计入商业银行资本基础的 附属资本，但计入的普通准备金不能超过加权风险资产的1.25%，超过部分不再计入。,0,0
1,(单选题)保证人和债权人应当在合同中约定保证责任期间，双方没有约定的，从借款企业偿还借款的期限届满之 日起的()个月内，债权银行应当要求保证人履行债务，否则保证人可以拒绝承担保证责任。 ,<p>A12</p><p>B6</p><p>C2</p><p>D1</p>,4,B,保证人和债权人应当在合同中约定保证责任期间，双方没有约定的，从借款企业偿还借款的期限届满 之日起的6个月内，债权银行应当要求保证人履行债务，否则保证人可以拒绝承担保证责任。,0,0
1,(单选题)某商业银行2010年年底一项抵债房产的账面余额为2000万元，2011年1月份评估公司评估的该房产评估价为1800万元，同年5月通过拍卖的方式将该抵债房产变现，变现价值为1900万元，该抵债房产的变现率为 ()。 ,<p>A0.05</p><p>B0.056</p><p>C0.9</p><p>D0.95</p>,4,D,根据抵债资产变现率的公式：抵债资产变现率=[已处理的抵债资产变现价值/已处理的抵债资产总价 （原列账的计价价值）]*100%=1900/2000*100%=95%。,0,0
1,(单选题)某公司欠银行贷款本金3000万元，利息360万元。经协商双方同意以该公司事先抵押给银行的闲置的机器 设备3600万元（评估价）抵偿贷款本息。银行对该笔抵债资产的处理是()。 ,<p>A3000万元作为贷款本金收回，360万元作为应收利息收回，其差额240万元列入保证金科目设专户管 理，待抵债资产变现后一并处理 </p><p>B3000万元作为贷款本金收回，360万元作为应收利息收回，其差额240万元待抵债资产变现后退还给贷 款人 </p><p>C3000万元作为贷款本金收回，360万元作为应收利息收回，其差额240万元待抵债资产变现后上缴国库 </p><p>D3000万元作为贷款本金收回，360万元作为应收利息收回，其差额240万元待抵债资产变现后上交上一 级银行</p>,4,A,商业银行在取得抵债资产时，要同时冲减贷款本金与应收利息。抵债资产的计价价值高于贷款本金与 应收利息之和时，其差额列入保证金科目设专户管理，待抵债资产变现后一并处理。,0,0
1,(单选题)因债务人（包括借款人和保证人）不能以货币资产足额偿付贷款本息时，银行根据有关法律、法规或与 债务人签订协议，取得债务人各种有效资产的处置权，以抵偿贷款本息的方式是()。 ,<p>A重组 </p><p>B核销 </p><p>C清收 </p><p>D以资抵债</p>,4,D,以资抵债是指因债务人（包括借款人和保证人）不能以货币资产足额偿付贷款本息时，银行根据有关 法律、法规或与债务人签订以资抵债协议，取得债务人各种有效资产的处置权，以抵偿贷款本息的方 式。它是依法保全银行信贷资产的一种特殊形式。,0,0
