7,(单选题)（ ）对证券公司、证券投资咨词机构从事证券投资顾问业务实行自律管理。,<p>A中国证券业协会</p><p>B中国证监会</p><p>C国务院</p><p>D期货业协会</p>,4,A,中国证券业协会对证券公司、证券投资咨询机构从事证券投资顾问业务实行自律管理。,0,0
7,(单选题)在控制税收规划方案的执行过程中，下列做法错误的是( )。,<p>A当反馈的信息表明客户没有按设计方案的意见执行税收规划时，税收规划人应给予提示，指出其可能产 生的后果</p><p>B当反馈的信息表明从业人员设计的税收规划有误时，从业人员应及时修订其设计的税收规划</p><p>C当客户情况中出现新的变化时，从业人员应改变税收规划</p><p>D在特殊情况下，客户因为纳税与征收机关发生法律纠纷时，从业人员按法律规定或业务委托及时介入， 帮助客户度过纠纷过程</p>,4,C,C项，当客户情况中出现新的变化时，从业人员应介入判断是否改变税收规划。,0,0
7,(单选题)风险偏好是为了实现目标，企业或个体投资者在承担风险的种类、大小方面的基本态度，风险偏好的概念是 建立在（ ）概念的基础上的。,<p>A风险评估</p><p>B风险容忍度</p><p>C风险预测</p><p>D风险识别</p>,4,B,风险偏好的概念是建立在风险容忍度概念基础上的。针对企业目标实现过程中所面临的风险，风险管理框 架对企业风险管理提出风险偏好和风险容忍度两个概念。风险容忍度是指在企业目标实现过程中对差异的 可接受程度，是企业在风险偏好的基础上设走的对相关目标实现过程中所出现差异的可容忍限度。,0,0
7,(单选题)股票投资风格指数是对股票投资风格进行（ ）的指数。,<p>A风险评价</p><p>B业绩评价</p><p>C资产评价</p><p>D负债评价</p>,4,B,股票投资风格指数就是对股票投资风格进行业绩评价的指数，引入了风格指数的概念作为评价投资管理人 业绩的标准。比如，增长类股票和非增长类股票的基本特点有很大的不同，因而专门投资于增长类或收益 类股票的经理业绩很大程度上取决于所选取股票类型的发展趋势。由此引入了风格指数的概念作为评价投 资管理人业绩的标准。,0,0
7,(单选题)关于债券发行主体，下列论述不正确的是（ ）。,<p>A政府债券的发行主体是政府</p><p>B公司债券的发行主休是股份公司</p><p>C凭证式债券的发行主休是非股份制企业</p><p>D金融债券的发行主休是银行或非银行的金融机构</p>,4,C,凭证式债券即凭证式国债，是政府债券的一种其发行主休是政府。公司债券的发行主体是股份公司。但有 些国家也允许非股份制企业发行债券。所以，归类时，可将公司债券和企业发行的债券合在一起，称为公 司（企业）债券。,0,0
7,(单选题)技术分析的理论基础是（ ）。,<p>A道式理论</p><p>B预期效用理论</p><p>C美林投资时钟</p><p>D超预期理论</p>,4,A,技术分析的理论基础。,0,0
7,(单选题)加强的指数化是通过一些（ ）的但是（ ）风险的投资策略提高指数化组合的总收益。,<p>A积极；低</p><p>B消极；低</p><p>C积极；高</p><p>D消极；高</p>,4,A,加强的指数化是通过一些积极的但是低风险的投资策略提高指数化组合的总收益。,0,0
7,(单选题)在消费管理中，应注意理财从( )开始。,<p>A保险</p><p>B储蓄</p><p>C教育规划</p><p>D投资</p>,4,B,在消费管理中要注意以下几个方面:①即期消费和远期消费;②消费支出的预期;③孩子的消费;④住房、汽 车等大额消费;⑤保险消费。其中，即期消费和远期消费中，要注意保持一个合理的结余比例和投资比 例，积累一定的资产不仅是平衡即期消费和未来消费的问题，也是个人理财、实现钱生钱的起点，即理财 从储蓄开始。,0,0
7,(单选题)简单型消投资策略的缺点是（ ）。,<p>A放弃从市场环境变化中获利的可能</p><p>B交易成本和管理费用最大化</p><p>C适用于资本市场环境和投资者偏好变化不大情况</p><p>D收益的不稳定</p>,4,A,简单型消投资策略优缺点及适用性：(1)优点:交易成本和管理费用最小化;(2)缺点:放弃从市场环境变化 中获利的可能；(3)适用性:适用于资本市场环境和投资者偏好变化不大，或者改变投资组合的成本大于收 益的情况,0,0
7,(单选题)开盘价与最高价相等，且收盘价不等于开盘价的K线被称为（ ）。,<p>A光头阳线</p><p>B光头阴线</p><p>C光脚阳线</p><p>D光脚阴线</p>,4,B,考查光头阴线的知识。,0,0
7,(单选题)利用行业的年度或月度指标来预测未来一期或若干期指标的分析方法是（ ）。,<p>A线性回归分析</p><p>B数理统计分析</p><p>C时间数列分析</p><p>D相关分析</p>,4,C,这是时间数列分析的定义。,0,0
7,(单选题)某公司去年股东自由现金流量为15000000元，预计今年增长5%。公司现有5000000股普通股发行在外。股东 要求的必要收益率为8%，利用股东自由现金贴现模型计算的公司权益价值为（ ）元。,<p>A300000000</p><p>B9375000</p><p>C187500000</p><p>D525000000</p>,4,D,"根据股东自由现金贴现模型公司权益价值的计算步骤如下:①确定未来现金流:FCFEO= 15 000 000元， g=5%,FCFE1=15000000*(1+5%) =15750000(元)；②计算公司权益价值:VE=FCFE1/(k-g)=15750000/(8%-5%)=525000000(元)。",0,0
7,(单选题)某投资者在3个月后持获得一笔资金，并希望用该笔资金进行股票投资，但是担心股市整体上涨从而影响其投 资成本，这种情况下，可采取（ ）。,<p>A股指期货的卖出套期保值</p><p>B股指期货的买入套期保值</p><p>C期指和股票的套利</p><p>D股指期货的跨期套利</p>,4,B,股指期货买入套期保值的情形。进行股指期货买入套期保值的情形主要是：投资者在未来计划持有股票组 合，担心股市大盘上涨而使购买股票组合成本上升。,0,0
7,(单选题)骑乘收益率曲线的应用法则中，当收益率曲线斜率为（ ），且预计收益率曲线（ ）时，长期债券的收益率 较短期债券的收益率更高。,<p>A正；不变</p><p>B负；上升</p><p>C正；上升</p><p>D负；不变</p>,4,A,骑乘收益率曲线的应用法则中，当收益率曲线斜率为正，且预计收益率曲线不变时，长期债券的收益率较 短期债券的收益率更高。 ,0,0
7,(单选题)如果缺口为正，商业银行通常需要出售流动性资产或在资金市场进行融资，融资缺口的计算公司（ ）。,<p>A融资缺口=-流动性资产+借入资金</p><p>B融资缺口=流动性资产+借入资金</p><p>C融资缺口=-流动性资产-借入资金</p><p>D融资缺口=流动性资产-借入资金</p>,4,A,融资缺□=流动性资产+借入资金,0,0
7,(单选题)通常基本分析法，自上而下流程中的最后一步内容是（ ）。,<p>A地域经济</p><p>B股份分析</p><p>C公司分析</p><p>D产业分析</p>,4,C,自上而下分析的主要步骤和内容:①宏观经济分析宏观经济分析主要包括宏观经济形势分析(GDP及其增长 率分析、经济周期分析、通货膨胀分析)和宏观经济政策分析(货币政策、财政政策、汇率政策)。②证券 市场分析a.证券市场供给的决定因素，如宏观经济环境、发行上市制度、市场设立制度、股权流通制度、 上市公司质量等:b.证券市场需求的决定因素，如宏观经济环境、市场准入制度、利率水平、个人投资者的 全融资产结构、机构投资者的数量和类型、市场的对外开放等.③行业和区域分析 行业分析主要分析行业所属的不同市场类型、所处的不同生命周期以及行业业绩对证券价格的影响.区域 分析主要分析区域经济因素对证券价格的影响.④公司分析公司分析侧重对公司的竞争能力、盈利能力、经营管理能力、发展潜力、财务状况、经营业绩以及潜在风险等进行分析。借此评估和预侧证券的投资价 值、价格及其未来变化的趋势. ,0,0
7,(单选题)外汇市场上一国货币与他国货币相互交换的比率是（ ）。,<p>A国际收支</p><p>B汇率</p><p>C国际利率</p><p>D经济长率</p>,4,B,汇率是外汇市场上一国货币与他国货币相互交换的比率。,0,0
7,(单选题)无差异曲线簇与有效边界的切点所表示的组合是（ ）。,<p>A有效证券组合</p><p>B均衡证券组合</p><p>C最优证券组合</p><p>D优化证券组合</p>,4,C,最优证券组合是使投资者最满意的有效组合，它是无差异曲线簇与有效边界的切点所表示的组合。,0,0
7,(单选题)下列不属于行业分析的是（ ）。,<p>A分析行业的业绩对证券价格的影响</p><p>B分析行业所处的不同生命周期对证券价格的影响</p><p>C分析行业所属的不同市场类型对证券价格的影响</p><p>D分析区域经济因素对证券价格的影响</p>,4,D,行业和区域分析是介于宏观经济分析与公司分析之间的中间层次的分析。行业分析主要分析行业所属的不 同市场类型、所处的不同生命周期以及行业的业绩对证券价格的影响;区域分析主要分析区域经济因素或 对证券价格的影响,0,0
7,(单选题)下列关于教育内容表述正确的是（ ）。,<p>A教育规划是指为了需要时能支付教育费用所订的计划</p><p>B教育规划是指为了需要时能支付教育费用所订的计划</p><p>C教育规划是指为了需要时能支付义务教育费用所订的计划</p><p>D教育规划是指为了需要时能支付教育费用所预估的计划</p>,4,A,教育规划是指为了需要时能支付教育费用所订的计划,0,0
7,(单选题)下列选项中，不属于影响货币时间价值的主要因素的是（ ）,<p>A时间</p><p>B通货膨胀率</p><p>C单利和复利</p><p>D自身价值</p>,4,D,货币时间价值的影响因素：(1)时间。时间越长，货币时间价值越大。(2)收益率或通货膨胀率。收益率是 决定货币在未来增值程度的关键因素，而通货膨胀率则是使货币购买力缩水反向因素。(3)单利与复利。 复利会产生利上加利、息上添息的收益倍增效应。,0,0
7,(单选题)相关系数决定结合线在A与B点之间的（ ）程度。,<p>A偏离</p><p>B弯曲</p><p>C分散</p><p>D离线</p>,4,B,相关系数决定结合线在A与B点之间的弯曲程度。随着PAB的增大，弯曲程度将降低。当PAB=1时，弯曲 程度最小，呈直线；当PAB=-1时，弯曲程度最大，呈折线；不相关是一种中间状态，比正完全相关弯曲 程度大，比负完全相关弯曲程度小。,0,0
7,(单选题)休假属于客户证券投资目标中的（ ）目标。,<p>A长期目标</p><p>B短期目标</p><p>C中期目标</p><p>D中长期目标</p>,4,B,客户证券投资目标中的短期目标包括休假、购新车、存款等。,0,0
7,(单选题)以下（ ）为套利组合应满足的条件。,<p>A该组合具有期望收益率</p><p>B该组合因素灵敏度系数大于零</p><p>C该组合中各种证券的权数满足W1+W2+…+WN=0</p><p>D该组合因素灵敏度系数小于零</p>,4,C,套利组合，是指满足下述三个条件的证券组合:（1）该组合中各种证券的权数满足W1+W2+…+WN=0.(2) 该组合因素灵敏度系数为零，且即W1b1+W2b2+…+WNbN=0其中，bi表示证券i的因素灵敏度系数。(3)该 组合具有正的期望收益率，即W1Er1+W2Er2+…WNErN>0其中.Eri表示证券i的期望收益率。,0,0
7,(单选题)英镑存款的下降，会导致美元收益的（ ）。,<p>A下降</p><p>B上升</p><p>C不变</p><p>D没有关系</p>,4,B,在英榜存款的预期美元收益曲线中，英榜存款与美元收益曲线是呈反向的，当存款下降时，美元的收益是 增加的。,0,0
7,(单选题)在控制税收规划方案的执行过程中，下列做法错误的是（ ）。,<p>A当反馈的信息表明客户没有按设计方案的意见执行税收规划时，税收规划人应给予提示，指出其可能产 生的后果</p><p>B当反馈的信息表明从业人员设计的税收规划有误时，从业人员应及时修订其设计的税收规划</p><p>C当客户情况中出现新的变化时，从业人员应改变税收规划</p><p>D在特殊情况下，客户因为纳税与征收机关发生法律纠纷时，从业人员按法律规定或业务委托及时介入， 帮助客户度过纠纷过程。</p>,4,C,C项，当客户情况中出现新的变化时。从业人员应介入判断是否改变税收规划。,0,0
7,(单选题)在组合风险限额管理中，确定资本分配的权重时，不需要考虑的因素是（ ）。,<p>A经济前景</p><p>B收益率</p><p>C组合在战略层面的重要性</p><p>D过去的组合集中倩况</p>,4,D,在组合风险限额管理中。确定资本分配的权重时。不需要考虑的因素是过去的组合集中情况.,0,0
7,"(单选题)张先生为了给女儿准备教育储蓄金，在未来的10年里,每年年底都申购10000元的债券型基金,年收益率为8%, 则10年后张先生准备的这笔储蓄金为（ ）元。",<p>A14486.56</p><p>B67105.4</p><p>C144865.6</p><p>D156454.9</p>,4,C,"这是一个关于年金终值的计算年金终值的计算公式为：FV=(C/r)*[(1＋r)^f－1],代入本题数据得FV= (10000/0.08)[(1+0.08)^10-1]≈144865.6(元）。",0,0
7,(单选题)证券公司、证券投资咨询机构从事证券投资顾问业务，应当遵守法律、行政法规和本规定，加强（ ）管理. 健全内部控制。防范利益冲突，切实维护客户合法权益。,<p>A合规</p><p>B自律</p><p>C法制</p><p>D监督</p>,4,A,证券公司、证券投资咨询机构从事证券投资顾问业务，应当遵守法律、行政法规和本规定，加强合规管 理，健全内部控制，防范利益冲突，切实维护客户合法权益.,0,0
7,(单选题)证券公司应当提前（ ）个工作日将广告宣传方案和时间安排向公司住所地证监局、媒体所在地证监局报备。,<p>A3</p><p>B5</p><p>C7</p><p>D10</p>,4,B,证券公司应当提前5个工作日将广告宣传方案和时间安排向公司住所地证监局、媒体所在地证监局报备。,0,0
1,(单选题)按交易的性质划分，关联交易可以划分为（ ）。 Ⅰ.经营往来中的关联交易 Ⅱ.资产重组中的关联交易 Ⅲ.产品开发中的关联交易 Ⅳ.利润分配中的关联交易,<p>AⅠ.Ⅱ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,A,按交易的性质划分，关联交易可以划分为经营往来中的关联交易和资产重组中的关联交易。,0,0
1,(单选题)K线图是以每个分析周期的（ ）绘制而成。 Ⅰ.开盘价 Ⅱ.最高价 Ⅲ.最低价 Ⅳ.收盘价,<p>AⅠ.Ⅳ</p><p>BⅡ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,D,K线图是以每个分析周期的开盘价、最高价、最低价、收盘价绘制而成。,0,0
1,(单选题)艾略特的波浪理论考虑的因素主要有（ ） Ⅰ.股价走势所形成的形态 Ⅱ.股价走势图中各个高点和低点所处的相对位置 Ⅲ.股价走势所经历的周期 Ⅳ.完成某个形态所经历的时间长短,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,B,艾略待的波浪理论考虑的因素主要有:(1)股价走势所形成的形态(2)股价走势图中各个高点和低点所处的相 对位置(3)完成某个形态所经历的时间长短,0,0
1,(单选题)按照理财规划需要对客户信息进行分类，可分为（ ） Ⅰ.基本信息 Ⅱ.财务信息 Ⅲ.个人兴趣及人生规划和目标 Ⅳ.诚信信息,<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅠ.Ⅱ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,B,按照理财规划需要对客户信息进行分类，可分为:基本信息；财务信息；个人兴趣及人生规划和目标。,0,0
1,(单选题)采取电话沟通收集客户信息的优点有（ ） Ⅰ.工作效率高 Ⅱ.营销成本低 Ⅲ.计划性强 Ⅳ.方便易行,<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅳ</p>,4,A,采取电话沟通收集客户信息的优点：工作效率高；营销成本低；计划性强；方便易行。,0,0
1,(单选题)存货周转率是衡量和评介公司（ ）等各环节管理状况的综合性指标。Ⅰ.购入存货 Ⅱ.投入生产 Ⅲ.销售收回 Ⅳ.资产运营,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,C,存货周转率是衡量和评价公司公司购入存货、投入生产和销售收回等各环节管理状况的综合性指标。,0,0
1,(单选题)道氏理论应用及应注意的问题（ ）。 Ⅰ.道氐理论对大形势的判断有较大的作用 Ⅱ.无法判断小波动 Ⅲ.次要趋势 Ⅳ.可操作性较差,<p>AⅠ.Ⅲ.Ⅳ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,C,应用及应注意的问题：①道氏理论对大形势的判断有较大的作用。②无法判断小波动次要趋势。③可操 作性较差。,0,0
1,(单选题)对行业不同时期资本进退的情况描述正确的有（ ） Ⅰ.成熟期之前，企业数量及资本量的进入量大于退出量 Ⅱ.成熟期，企业表现为均衡 Ⅲ.衰退期，表现为退出量超过进入量，行业规模萎缩，企业转产、倒闭时常发生 Ⅳ.成长期，企业表现为均衡,<p>AⅡ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,不同时期的资本进退:成熟期之前，企业数量及资本量的进入量大于退出量;成熟期，则企业表现为均衡;衰退期，表现为退出量超过进入量，行业规模委缩，企业转产、倒闭时常发生。 ,0,0
1,(单选题)反转突破形态包括（ ）。 Ⅰ.双重顶和双重底 Ⅱ.头肩顶和头肩底 Ⅲ.三重顶(底)形态 Ⅳ.圆弧形态 Ⅴ.喇叭形,<p>AⅠ.Ⅱ.Ⅳ.Ⅴ</p><p>BⅡ.Ⅲ.Ⅳ.Ⅴ</p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ.Ⅴ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,C,反转突破形态还包括菱形和V形等。,0,0
1,(单选题)风险揭示书应以醒目文字载明的内容有（ ） Ⅰ.本风险揭示书的揭示事项仅为列举性质，未能详尽列明投资者接受证券投资顾问服务所面临的全部风险和 可能导致投资者投资损失的所有因素 Ⅱ.投资者在接受证券投资顾问服务前，应认真阅读并理解相关业务规则、证券投资顾问服务协议及本风险揭 示书的全部内容 Ⅲ.接受证券投资顾问服务的投资者，自行承担投资风险，证券公司不以任何方式向投资者作出不受损失或者 取得最低收益的承诺 Ⅳ.投资者应签署本风险揭示书，表明投资者已经理解并愿意自行承担接受证券投资顾问服务的风险和损失,<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅳ</p>,4,A,风险揭示书还应以醒目文字载明以下内容:①本风险揭示书的揭示事项仅为列举性质。未能详尽列明投资 者接受证券投资顾问服务所面临的全部风险和可能导致投资者投资损失的所有因素.②投资者在接受证券 投资顾问服务前，应认真阅读并理解相关业务规则、证券投资顾问服务协议及本风险揭示书的全部内 容.③接受证券投资顾问服务的投资者.自行承担投资风险，证券公司不以任何方式向投资者作出不受损失 或者取得最低收益的承诺.④特别提示:投资者应签薯本风险揭示书，表明投资者已经理解并愿意自行承担 接受证券投资顾问服务的风险和损失,0,0
1,(单选题)高价买进战略成功的条件包括（ ）。 Ⅰ.必须具备有良好的展望股类 Ⅱ.必须是行情看涨时 Ⅲ.选择公司业绩良好的股类 IV.最好是市场波动起伏较大时,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,A,"高价买进的战略，是短期投资的一项策略。以高价买进的战略若要成功，必须具备三个条件：①必须具 备有良好的展望股类。这类股富有良好的展望及获利率高等特点，股价会将随着这些因素变动，一旦下 跌，还是可能再度成为人们争购的对象。②必须是行情看涨时。只要在行情的看涨期，即使目前不受人 欢迎,但即可有过是早恢复股票的知名度。③选择公司业绩良好的股类，在市场不景气时这些股东可能被 沦落，一旦景气复生时，那些公司的业绩也会迅速恢复，其股价通常会大大上扬的。此时采取高价买进的 策略一定会成功。",0,0
1,(单选题)根据套环引定价理论，套利组合满足的条件包括（ ）。 Ⅰ.该组合的期望收益率大于0 Ⅱ.该组合中各种证券的权数之和等于0 Ⅲ.该组合中各种证券的权数之和等于1 Ⅳ.该组合的因素灵敏度系数等于0,<p>AⅠ.Ⅱ.Ⅳ</p><p>BⅠ.Ⅱ</p><p>CⅠ.Ⅲ</p><p>DⅢ.Ⅳ</p>,4,A,套利组合需满足3个条件:该组合中各种证券的权数等于0;该组合因素灵敏度为零:该组合具有正的期望收益 率.,0,0
1,(单选题)根据移动平均值背离指标中的正负差(DIF)和异同平均数(DEA)的取值和这两者之间的相对取值对行情进行预 测，以下说法错误的是（ ） Ⅰ.DIF和DEA均为正值时.属于多头市场Ⅱ.DIF和DEA均为负值时，属于空头市场 Ⅲ.当DIF向下跌破零轴线时，此为买入信号 Ⅳ.当DIF上穿零轴线时，此为卖出信号,<p>AⅠ.Ⅱ</p><p>BⅢ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ</p><p>DⅠ.Ⅱ.Ⅲ.Ⅳ</p>,4,B,当DIF向下跌破零轴线时。此为卖出信号.当DIF上穿零轴线时，此为买入信号。,0,0
1,(单选题)公司分红派息重要的日期有（ ）。 Ⅰ.股息宣布日 Ⅱ.股权登记日当天持有或买进公司股票的股东方能享受股利发放 Ⅲ.除权除息日通常为股权登记日之后的两个工作日 Ⅳ.发放日，即股息正式发放给股东的日期,<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅡ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅳ</p>,4,D,公司分红派息四个重要日期:(1)股息宣布日，指公司董事会将分红派息的消息公布于众的时间.(2)股权登记 日，指统计确认参加本次股息红利分配的股东的日期，股权登记日当天持有或买进公司股票的股东方能享 受股利发放.(3)除权除息日通常为股权登记日之后的一个工作日。本日之后(含本日)买入的股票不再享有本 期股利(4)发放日，即股息正式发放给股东的日期.,0,0
1,(单选题)股利贴现模型的步骤有（ ）。 Ⅰ.零增长模型 Ⅱ.段增长模型 Ⅲ.二段增长模型 Ⅳ.三段增长模型 Ⅴ.不变增长模型,<p>AⅠ.Ⅲ.Ⅳ.Ⅴ</p><p>BⅡ.Ⅲ.Ⅳ.Ⅴ</p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅳ.Ⅴ</p>,4,A,股利贴现模型的步有零长模型、二段增长模型、三段增长模型、多段增长模型和不变长模型。,0,0
1,(单选题)股权分置改革的完成表明（ ）等一系列问题逐步得到解决.也是推动我国资本市场国际化的一个重要步骤。 Ⅰ.有资产管理体制改革 Ⅱ.历史遗留的制度性缺陷 Ⅲ.被扭曲的证券市场定价机制 Ⅳ.公司治理缺乏共同利益基础,<p>AⅠ.Ⅱ.Ⅲ</p><p>BⅠ.Ⅱ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅲ.Ⅳ</p>,4,C,考查股权分置改革解决的问题。,0,0
1,(单选题)关于SML和CML，下列说法正确的有（ ）。 Ⅰ.两者都表示有效组合的收益与风险关系 Ⅱ.SML适合于所有证券或组合的收益风险关系，CML只适合于有效组合的收益风险关系 Ⅲ.SML以β描绘风险，而CML以δ描绘风险 Ⅳ.SML是CML的推广,<p>AⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>BⅠ.Ⅱ.Ⅲ</p><p>CⅡ.Ⅳ</p><p>DⅡ.Ⅲ.Ⅳ</p>,4,D,Ⅰ项，资本市场线表明有效投资组合的期望收益与风险是一种线性关系；而证券市场线表明任一投资组合 的期望收益与风险是一种线性关系。,0,0
1,(单选题)关于方差最小化法，说法正确的是（ ）。 Ⅰ.债券组合收益与指数收益之间的偏差称为追随误差 Ⅱ.求得追随误差方差最小化的债券组合 Ⅲ.适用债券数目较大的情况Ⅳ.要求采用大量的历史数据 ,<p>AⅠ.Ⅱ</p><p>BⅡ.Ⅲ.Ⅳ</p><p>CⅠ.Ⅱ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅳ</p>,4,C,方差最小化法的基本内容:债券组合收益与指数收益之间的偏差称为迫随误差，并求得追随误差方差最小 化债券组合.适用情况:债券数目较大，且要求采用大量的历史数据.,0,0
1,(单选题)关于积极型债券组合管理策略中的债权互换所包括的内容，正确的是（ ）。 Ⅰ.替代互换 Ⅱ.市场间利差互换 Ⅲ.税差激发互换 Ⅳ.市场间利率互换,<p>AⅡ.Ⅲ</p><p>BⅠ.Ⅱ</p><p>CⅠ.Ⅲ.Ⅳ</p><p>DⅠ.Ⅱ.Ⅲ</p>,4,D,债权互换包括替代互换、市场间利差互换、税差激发互换。,0,0
